,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
763,HEATH MIDDLE SCHOOL,3120,GREELEY 6,M,,3880,down,down,down,M
764,HEATHERWOOD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,3882,flat,up,flat,E
765,HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3890,down,up,flat,E
766,HENDERSON ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,3900,down,down,flat,E
767,HENRY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3920,flat,down,flat,E
768,HERITAGE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,3924,up,up,up,E
769,HERITAGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,3926,flat,flat,flat,E
770,HERITAGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,3928,flat,flat,up,E
771,HERITAGE HIGH SCHOOL,140,LITTLETON 6,H,,3930,flat,flat,flat,H
772,HIDDEN LAKE HIGH SCHOOL,70,WESTMINSTER 50,H,,3931,up,up,up,H
773,HIGH PEAKS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,3940,flat,down,flat,E
774,HIGHLAND ELEMENTARY SCHOOL,140,LITTLETON 6,E,,3950,flat,flat,flat,E
775,HIGHLAND ELEMENTARY SCHOOL,3145,AULT-HIGHLAND RE-9,E,,3958,flat,down,down,E
776,HIGHLAND MIDDLE SCHOOL,3145,AULT-HIGHLAND RE-9,M,,3961,up,up,up,M
777,HIGHLAND HIGH SCHOOL,3145,AULT-HIGHLAND RE-9,H,,3962,flat,flat,flat,H
778,HIGHLAND ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,3967,up,flat,up,E
779,HIGHLAND PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,3976,down,up,up,E
780,HIGHLANDS RANCH HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,3980,flat,up,flat,H
781,HIGH PLAINS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,3985,down,down,down,E
782,HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,,3987,flat,down,down,E
783,HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,,3987,up,flat,up,M
784,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,3988,flat,flat,flat,E
785,HILL CAMPUS OF ARTS AND SCIENCES,880,DENVER COUNTY 1,M,,3990,flat,flat,flat,M
786,HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,E,,3995,flat,flat,flat,E
787,HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,H,,3995,flat,up,flat,H
788,HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,M,,3995,up,up,up,M
789,HILLCREST ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,4000,flat,down,down,E
790,HINKLEY HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,4024,flat,flat,up,H
791,HOEHNE ELEMENTARY SCHOOL,1600,HOEHNE REORGANIZED 3,E,,4044,down,down,down,E
792,HOEHNE JUNIOR HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,M,,4045,up,down,flat,M
793,HOEHNE HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,H,,4048,flat,flat,flat,H
794,HOLLY HIGH SCHOOL,2670,HOLLY RE-3,H,,4058,down,up,flat,H
795,HOLLY HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4062,up,flat,up,E
796,HOLLY JUNIOR HIGH SCHOOL,2670,HOLLY RE-3,M,,4069,flat,down,down,M
797,HOLMES MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4070,flat,flat,flat,M
798,HOLM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4074,flat,down,flat,E
799,HOLYOKE ELEMENTARY SCHOOL,2620,HOLYOKE RE-1J,E,,4076,up,up,up,E
800,HOMESTEAD ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4078,flat,flat,flat,E
801,HOLYOKE SENIOR HIGH SCHOOL,2620,HOLYOKE RE-1J,H,,4080,down,up,flat,H
802,MANN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4090,flat,down,down,M
803,HORIZON MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,4100,flat,flat,flat,M
804,HORIZON MIDDLE SCHOOL,1110,FALCON 49,M,,4102,flat,flat,flat,M
805,HORIZON HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,4108,flat,flat,flat,H
806,HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,4124,up,down,flat,E
807,HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,,4124,flat,flat,down,M
808,HOTCHKISS HIGH SCHOOL,870,DELTA COUNTY 50(J),H,,4128,up,up,flat,H
809,HOWBERT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,4138,down,flat,flat,E
810,HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,E,,4140,up,flat,flat,E
811,HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,M,,4140,flat,flat,flat,M
812,HUDSON ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,,4148,flat,flat,flat,E
813,GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,,4160,up,flat,up,M
814,HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,4172,flat,flat,flat,E
815,HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,4172,flat,flat,flat,M
816,CEDAREDGE ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,4182,up,flat,flat,E
817,SILVER HILLS MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,4187,flat,flat,flat,M
818,HUTCHINSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4190,flat,flat,flat,E
819,HYGIENE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,4202,flat,flat,flat,E
820,CARLSON ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,,4212,flat,up,flat,E
821,CLEAR CREEK HIGH SCHOOL,540,CLEAR CREEK RE-1,H,,4216,down,down,down,H
822,IDALIA ELEMENTARY SCHOOL,3220,IDALIA RJ-3,E,,4227,up,up,up,E
823,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,E,,4251,flat,flat,flat,E
824,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,M,,4251,down,down,down,M
825,IGNACIO INTERMEDIATE SCHOOL,1540,IGNACIO 11 JT,E,,4252,flat,up,flat,E
826,IGNACIO JUNIOR HIGH SCHOOL,1540,IGNACIO 11 JT,M,,4254,up,down,down,M
827,IGNACIO HIGH SCHOOL,1540,IGNACIO 11 JT,H,,4258,flat,up,flat,H
828,IOWA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4270,down,flat,flat,E
829,LEGEND HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,4271,down,flat,flat,H
830,INDEPENDENCE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4276,up,flat,flat,E
831,INDIAN PEAKS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,4278,flat,up,up,E
832,INDIAN RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4280,flat,up,flat,E
833,IRISH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,4282,down,flat,flat,E
834,IRON HORSE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,4292,flat,flat,flat,E
835,IRVING ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,4302,up,up,up,E
836,AVERY/PARSONS ELEMENTARY SCHOOL,490,BUENA VISTA R-31,E,,4306,up,flat,flat,E
837,NEWTON MIDDLE SCHOOL,140,LITTLETON 6,M,,4316,flat,flat,flat,M
838,IVY STOCKWELL ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,4332,flat,flat,flat,E
839,IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,E,,4333,up,up,up,E
840,IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,M,,4333,flat,flat,flat,M
841,TALBOTT ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,4346,down,down,down,E
842,JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,4356,flat,up,up,E
843,JACKSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,4358,flat,flat,flat,E
844,INSIGHT SCHOOL OF COLORADO AT JULESBURG,2862,JULESBURG RE-1,H,,4369,down,flat,down,H
845,JAMES H RISLEY MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,4376,down,down,flat,M
846,JAMES IRWIN CHARTER HIGH SCHOOL,980,HARRISON 2,H,,4378,down,down,flat,H
847,JAMES IRWIN CHARTER MIDDLE SCHOOL,980,HARRISON 2,M,,4379,flat,down,down,M
848,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,980,HARRISON 2,E,,4380,flat,down,down,E
849,JANITELL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,,4394,flat,down,down,M
850,JEFFERSON ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4402,flat,flat,flat,E
851,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,4404,up,up,up,M
852,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4410,flat,flat,flat,H
853,JEFFERSON HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4422,down,flat,up,H
854,JENKINS MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4424,flat,down,flat,M
855,JEFFERSON HIGH SCHOOL,3120,GREELEY 6,H,,4425,flat,flat,flat,H
856,JEWELL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4426,flat,down,down,E
857,JOHN EVANS MIDDLE SCHOOL,3120,GREELEY 6,M,,4438,up,flat,flat,M
858,JOHN F KENNEDY HIGH SCHOOL,880,DENVER COUNTY 1,H,,4444,flat,flat,down,H
859,JOHN WESLEY POWELL MIDDLE SCHOOL,140,LITTLETON 6,M,,4447,flat,flat,flat,M
860,JOHNSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4450,down,down,down,E
861,JOHNSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,4456,flat,flat,flat,E
862,JOHNSON ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,4458,flat,flat,flat,E
863,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,4465,up,up,up,E
864,JORDAHL ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,4474,flat,down,down,E
865,SHERIDAN GREEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4478,flat,flat,flat,E
866,JULESBURG ELEMENTARY SCHOOL,2862,JULESBURG RE-1,E,,4488,flat,down,down,E
867,JULESBURG HIGH SCHOOL,2862,JULESBURG RE-1,H,,4492,flat,down,flat,H
868,JULESBURG HIGH SCHOOL,2862,JULESBURG RE-1,M,,4492,flat,down,down,M
869,KAISER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4498,flat,flat,up,E
870,KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,H,,4504,down,flat,down,H
871,KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,M,,4504,down,up,up,M
872,KATHRYN SENOR ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,4510,up,up,up,E
873,KEARNEY MIDDLE SCHOOL,30,ADAMS COUNTY 14,M,,4516,down,down,down,M
874,HOFF ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,,4526,up,up,up,E
875,KELLER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,4530,flat,up,up,E
876,KEMP ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,4536,flat,down,flat,E
877,KEMPER ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,4546,flat,up,flat,E
878,KEN CARYL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,4548,flat,down,down,M
879,KENDALLVUE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4549,flat,up,up,E
880,KENDRICK LAKES ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4550,flat,flat,flat,E
881,KENTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4646,down,down,flat,E
882,KEPNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,4656,flat,flat,flat,M
883,PLATTE VALLEY HIGH SCHOOL,3130,PLATTE VALLEY RE-7,H,,4670,flat,flat,flat,H
884,SALIDA MIDDLE SCHOOL,500,SALIDA R-32,E,,4680,up,up,up,E
885,SALIDA MIDDLE SCHOOL,500,SALIDA R-32,M,,4680,up,up,up,M
886,RAY E KILMER ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,4686,flat,flat,flat,E
887,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,1550,POUDRE R-1,M,,4698,flat,flat,flat,M
888,THE NEW AMERICA SCHOOL,10,MAPLETON 1,H,,4699,flat,flat,flat,H
889,KING-MURPHY ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,,4700,flat,down,down,E
890,KIOWA ELEMENTARY SCHOOL,930,KIOWA C-2,E,,4724,flat,up,up,E
891,KIOWA MIDDLE SCHOOL,930,KIOWA C-2,M,,4726,up,flat,flat,M
892,KIOWA HIGH SCHOOL,930,KIOWA C-2,H,,4728,flat,flat,flat,H
893,KIPP DENVER COLLEGIATE HIGH SCHOOL,880,DENVER COUNTY 1,H,,4730,down,flat,flat,H
894,KIPP SUNSHINE PEAK ACADEMY,880,DENVER COUNTY 1,E,,4732,flat,flat,flat,E
895,KIPP SUNSHINE PEAK ACADEMY,880,DENVER COUNTY 1,M,,4732,up,up,flat,M
896,KNAPP ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4762,up,flat,down,E
897,HALLETT FUNDAMENTAL ACADEMY,880,DENVER COUNTY 1,E,,4782,up,up,up,E
898,KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,4785,flat,flat,flat,E
899,KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,M,,4785,up,up,up,M
900,KOHL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,4792,flat,flat,flat,E
901,KRUSE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,4793,flat,flat,flat,E
902,KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,E,,4795,flat,up,up,E
903,KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,M,,4795,up,flat,flat,M
904,KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4802,up,down,down,E
905,KYFFIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4830,up,up,up,E
906,LA JARA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,,4836,down,down,down,E
907,JUNE CREEK ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,4838,up,flat,flat,E
908,LA JUNTA INTERMEDIATE SCHOOL,2520,EAST OTERO R-1,E,,4841,flat,flat,flat,E
909,PETE MIRICH ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,4852,flat,down,down,E
910,NORTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,,4854,down,flat,down,M
911,LA VETA ELEMENTARY SCHOOL,1400,LA VETA RE-2,E,,4860,flat,flat,flat,E
912,LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400,LA VETA RE-2,H,,4864,down,up,flat,H
913,LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400,LA VETA RE-2,M,,4864,up,up,up,M
914,LAFAYETTE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,4874,flat,down,flat,E
915,ANGEVINE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,4878,flat,up,up,M
916,LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,E,,4901,flat,down,flat,E
917,LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,,4901,flat,down,down,M
918,LAKE COUNTY HIGH SCHOOL,1510,LAKE COUNTY R-1,H,,4904,up,flat,flat,H
919,LAKE MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,4910,up,up,up,M
920,LAKEWOOD HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4942,flat,down,flat,H
921,LANDMARK ACADEMY AT REUNION,40,BRIGHTON 27J,E,,4950,flat,flat,flat,E
922,LANDMARK ACADEMY AT REUNION,40,BRIGHTON 27J,M,,4950,flat,down,flat,M
923,LAMAR MIDDLE SCHOOL,2660,LAMAR RE-2,M,,4956,up,flat,up,M
924,LAMAR HIGH SCHOOL,2660,LAMAR RE-2,H,,4960,up,up,up,H
925,LANSING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4970,flat,down,down,E
926,LAREDO ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4973,flat,up,up,E
927,LAREDO MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,4975,flat,down,down,M
928,LARKSPUR ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,4980,flat,flat,flat,E
929,LAS ANIMAS MIDDLE SCHOOL,290,LAS ANIMAS RE-1,M,,4986,down,down,down,M
930,LAS ANIMAS HIGH SCHOOL,290,LAS ANIMAS RE-1,H,,4990,flat,down,down,H
931,LASLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5004,flat,up,up,E
932,LAUREL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5014,flat,down,down,E
933,LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,H,,5015,flat,flat,flat,H
934,LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,M,,5015,flat,flat,flat,M
935,LAURENE EDMONDSON ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,5018,up,up,up,E
936,LAWRENCE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5024,up,flat,flat,E
937,JAMES MADISON CHARTER ACADEMY SCHOOL,990,WIDEFIELD 3,E,,5033,up,flat,up,E
938,LEAWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5036,flat,down,flat,E
939,LEGACY HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,5043,flat,flat,flat,H
940,LEGACY POINT ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,5045,flat,down,flat,E
941,LEMUEL PITTS MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,5048,down,up,flat,M
942,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,,5050,flat,flat,flat,E
943,LEROY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,5058,flat,down,down,E
944,LESHER MIDDLE SCHOOL,1550,POUDRE R-1,M,,5068,flat,flat,flat,M
945,LETFORD ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,5078,up,flat,flat,E
946,LEWIS-ARRIOLA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5090,up,up,up,E
947,MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,E,,5093,flat,flat,flat,E
948,MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,M,,5093,flat,down,down,M
949,LEWIS-PALMER ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,5096,flat,down,flat,E
950,LEWIS-PALMER MIDDLE SCHOOL,1080,LEWIS-PALMER 38,M,,5098,flat,down,down,M
951,LEWIS-PALMER HIGH SCHOOL,1080,LEWIS-PALMER 38,H,,5100,flat,flat,flat,H
952,JEFFERSON INTERMEDIATE SCHOOL,2530,ROCKY FORD R-2,E,,5114,flat,flat,flat,E
953,LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,E,,5120,flat,up,flat,E
954,LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,H,,5120,flat,flat,flat,H
955,LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,M,,5120,flat,flat,flat,M
956,LIBERTY HIGH SCHOOL,1040,ACADEMY 20,H,,5126,flat,down,down,H
957,LIMON ELEMENTARY SCHOOL,1790,LIMON RE-4J,E,,5132,flat,flat,flat,E
958,LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,H,,5136,up,flat,flat,H
959,LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,M,,5136,flat,flat,flat,M
960,LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,,5145,flat,down,down,E
961,LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,,5145,flat,down,down,M
962,LINCOLN ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,5154,down,flat,down,E
963,LINCOLN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5158,up,flat,down,E
964,LINCOLN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5162,down,up,up,E
965,LINCOLN ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5166,flat,up,up,E
966,LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,,5168,up,flat,flat,M
967,LINCOLN ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,5170,flat,down,down,E
968,LINTON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5196,down,down,down,E
969,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5210,flat,up,flat,E
970,LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5222,flat,up,up,E
971,LITTLETON HIGH SCHOOL,140,LITTLETON 6,H,,5224,flat,flat,flat,H
972,LITTLETON ACADEMY,140,LITTLETON 6,E,,5229,flat,down,down,E
973,LITTLETON ACADEMY,140,LITTLETON 6,M,,5229,flat,flat,flat,M
974,LITTLETON PREP CHARTER SCHOOL,140,LITTLETON 6,E,,5233,flat,flat,flat,E
975,LITTLETON PREP CHARTER SCHOOL,140,LITTLETON 6,M,,5233,flat,flat,down,M
976,LOIS LENSKI ELEMENTARY SCHOOL,140,LITTLETON 6,E,,5236,flat,down,down,E
977,LOMA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5244,flat,down,flat,E
978,LOMA LINDA ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5246,flat,flat,flat,E
979,LAKE INTERNATIONAL SCHOOL,880,DENVER COUNTY 1,M,,5255,flat,flat,flat,M
980,LONGFELLOW ELEMENTARY SCHOOL,500,SALIDA R-32,E,,5268,flat,flat,flat,E
981,LONGMONT HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,5282,flat,down,flat,H
982,LONGMONT ESTATES ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5284,up,up,up,E
983,SUNSET MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5286,flat,up,up,M
984,LONGS PEAK MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5288,flat,up,flat,M
985,LOPEZ ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5292,flat,flat,flat,E
986,LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,E,,5298,flat,flat,flat,E
987,LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,H,,5298,flat,flat,flat,H
988,LOTUS SCHOOL FOR EXCELLENCE,180,ADAMS-ARAPAHOE 28J,M,,5298,down,down,down,M
989,LOUISVILLE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,5302,flat,flat,up,E
990,LOUISVILLE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,5306,flat,flat,flat,M
991,BILL REED MIDDLE SCHOOL,1560,THOMPSON R2-J,M,,5312,flat,flat,flat,M
992,LOVELAND HIGH SCHOOL,1560,THOMPSON R2-J,H,,5316,flat,flat,flat,H
993,LUCILE ERWIN MIDDLE SCHOOL,1560,THOMPSON R2-J,M,,5335,flat,flat,flat,M
994,LOWRY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,5342,flat,flat,flat,E
995,LUKAS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5350,up,flat,flat,E
996,LUMBERG ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5354,up,up,up,E
997,LYN KNOLL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,5361,up,flat,flat,E
998,LYONS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,5364,flat,down,down,E
999,LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,,5368,flat,flat,flat,H
1000,LYONS MIDDLE/SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,M,,5368,up,up,up,M
1001,M. SCOTT CARPENTER MIDDLE SCHOOL,70,WESTMINSTER 50,M,,5388,flat,up,flat,M
1002,MADISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5404,flat,flat,down,E
1003,EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,H,,5405,flat,down,down,H
1004,EDCSD: COLORADO CYBER SCHOOL,900,DOUGLAS COUNTY RE 1,M,,5405,down,down,down,M
1005,MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5412,flat,up,up,E
1006,MADISON EXPLORATORY SCHOOL,1140,CANON CITY RE-1,E,,5414,up,up,up,E
1007,MALLEY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,5418,flat,flat,down,E
1008,MANASSA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,,5422,flat,down,down,E
1009,MANNY MARTINEZ MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,5430,up,up,up,M
1010,MANAUGH ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5436,flat,down,down,E
1011,MANCOS ELEMENTARY SCHOOL,2070,MANCOS RE-6,E,,5446,flat,down,down,E
1012,MANUAL HIGH SCHOOL,880,DENVER COUNTY 1,H,,5448,flat,flat,up,H
1013,MANCOS MIDDLE SCHOOL,2070,MANCOS RE-6,M,,5450,flat,flat,up,M
1014,MANCOS HIGH SCHOOL,2070,MANCOS RE-6,H,,5452,up,up,flat,H
1015,MANDALAY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5454,up,flat,flat,M
1016,MANITOU SPRINGS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,,5460,flat,flat,flat,E
