,school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
704,GIBERSON ELEMENTARY SCHOOL,980.0,HARRISON 2,E,,3392.0,up,up,flat,E
705,GILCREST ELEMENTARY SCHOOL,3080.0,WELD COUNTY RE-1,E,,3398.0,flat,flat,up,E
706,GILPIN ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,EM,3426.0,up,up,flat,E
707,GILPIN ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,M,EM,3426.0,down,flat,flat,M
708,GLENNON HEIGHTS ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3450.0,flat,flat,flat,E
709,GLENWOOD SPRINGS ELEMENTARY SCHOOL,1180.0,ROARING FORK RE-1,E,,3460.0,flat,flat,down,E
710,GLENWOOD SPRINGS MIDDLE SCHOOL,1180.0,ROARING FORK RE-1,M,,3464.0,flat,flat,flat,M
711,GLENWOOD SPRINGS HIGH SCHOOL,1180.0,ROARING FORK RE-1,H,,3468.0,up,up,flat,H
712,GLOBE CHARTER SCHOOL,1010.0,COLORADO SPRINGS 11,E,,3470.0,flat,flat,down,E
713,GLOBAL VILLAGE ACADEMY,180.0,ADAMS-ARAPAHOE 28J,E,EM,3471.0,down,up,up,E
714,GODDARD MIDDLE SCHOOL,140.0,LITTLETON 6,M,,3472.0,flat,flat,flat,M
715,GOAL ACADEMY,8001.0,CHARTER SCHOOL INSTITUTE,H,,3475.0,down,flat,down,H
716,GODSMAN ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3478.0,up,up,up,E
717,GOLD CAMP ELEMENTARY SCHOOL,1020.0,CHEYENNE MOUNTAIN 12,E,,3482.0,flat,flat,down,E
718,GOLDEN HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,3502.0,flat,flat,flat,H
719,GOLDRICK ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3512.0,up,flat,up,E
720,FOX MEADOW MIDDLE SCHOOL,980.0,HARRISON 2,M,,3522.0,up,flat,flat,M
721,GOVERNOR'S RANCH ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3536.0,flat,flat,up,E
722,BEAR CREEK ELEMENTARY SCHOOL,1080.0,LEWIS-PALMER 38,E,,3539.0,flat,flat,flat,E
723,GRANADA ELEMENTARY SCHOOL,2650.0,GRANADA RE-1,E,,3542.0,flat,flat,down,E
724,GRANADA UNDIVIDED HIGH SCHOOL,2650.0,GRANADA RE-1,H,MH,3546.0,down,down,down,H
725,GRANADA UNDIVIDED HIGH SCHOOL,2650.0,GRANADA RE-1,M,MH,3546.0,flat,down,down,M
726,GRANBY ELEMENTARY SCHOOL,1350.0,EAST GRAND 2,E,,3556.0,flat,down,down,E
727,GRAND JUNCTION HIGH SCHOOL,2000.0,MESA COUNTY VALLEY 51,H,,3570.0,flat,flat,flat,H
728,GRAND LAKE ELEMENTARY SCHOOL,1350.0,EAST GRAND 2,E,,3572.0,down,flat,flat,E
729,GRAND MESA MIDDLE SCHOOL,2000.0,MESA COUNTY VALLEY 51,M,,3584.0,flat,flat,flat,M
730,GRAND VALLEY HIGH SCHOOL,1220.0,GARFIELD 16,H,,3586.0,flat,up,up,H
731,GRANDVIEW HIGH SCHOOL,130.0,CHERRY CREEK 5,H,,3589.0,flat,flat,down,H
732,GRANT ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,3592.0,down,flat,flat,E
733,GRANT MIDDLE SCHOOL,880.0,DENVER COUNTY 1,M,,3600.0,up,flat,flat,M
734,L.W. ST. JOHN ELEMENTARY SCHOOL,1220.0,GARFIELD 16,E,,3603.0,flat,flat,flat,E
735,GRANT RANCH K-8 SCHOOL,880.0,DENVER COUNTY 1,E,EM,3605.0,flat,up,up,E
736,GRANT RANCH K-8 SCHOOL,880.0,DENVER COUNTY 1,M,EM,3605.0,flat,flat,up,M
737,GREELEY CENTRAL HIGH SCHOOL,3120.0,GREELEY 6,H,,3610.0,down,down,down,H
738,GREELEY WEST HIGH SCHOOL,3120.0,GREELEY 6,H,,3614.0,flat,flat,flat,H
739,GREEN ACRES ELEMENTARY SCHOOL,2405.0,FORT MORGAN RE-3,E,,3620.0,flat,flat,up,E
740,GREEN GABLES ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3622.0,flat,up,up,E
741,GREEN MOUNTAIN ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3624.0,up,flat,flat,E
742,GREEN MOUNTAIN HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,3628.0,flat,up,up,H
743,GREEN VALLEY ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3641.0,flat,up,up,E
744,GREENWOOD ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,EM,3647.0,down,flat,down,E
745,GREENWOOD ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,M,EM,3647.0,up,flat,down,M
746,GREENWOOD ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,3648.0,flat,flat,up,E
747,PAWNEE ELEMENTARY SCHOOL,3148.0,PAWNEE RE-12,E,,3672.0,down,down,up,E
748,GUNNISON ELEMENTARY SCHOOL,1360.0,GUNNISON WATERSHED RE1J,E,,3690.0,flat,up,flat,E
749,GUNNISON HIGH SCHOOL,1360.0,GUNNISON WATERSHED RE1J,H,,3694.0,flat,flat,flat,H
750,GUNNISON MIDDLE SCHOOL,1360.0,GUNNISON WATERSHED RE1J,M,,3697.0,up,up,up,M
751,GUST ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3704.0,flat,flat,flat,E
752,GYPSUM ELEMENTARY SCHOOL,910.0,EAGLE COUNTY RE 50,E,,3710.0,up,flat,up,E
753,HAAFF ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,3724.0,flat,down,down,E
754,HACKBERRY HILL ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,3726.0,flat,flat,up,E
755,HAMILTON MIDDLE SCHOOL,880.0,DENVER COUNTY 1,M,,3746.0,flat,flat,flat,M
756,HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070.0,HANOVER 28,H,,3758.0,down,flat,flat,H
757,HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070.0,HANOVER 28,M,,3758.0,down,down,down,M
758,HARRINGTON ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,3778.0,flat,flat,flat,E
759,HARRIS BILINGUAL ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,3787.0,up,flat,flat,E
760,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,1550.0,POUDRE R-1,E,,3791.0,down,flat,flat,E
761,HARRIS PARK ELEMENTARY SCHOOL,70.0,WESTMINSTER 50,E,,3792.0,down,flat,down,E
762,HARRISON SCHOOL,1140.0,CANON CITY RE-1,E,,3802.0,flat,up,up,E
763,HARRISON SCHOOL,1140.0,CANON CITY RE-1,M,,3802.0,flat,flat,flat,M
764,HARRISON HIGH SCHOOL,980.0,HARRISON 2,H,,3806.0,up,flat,flat,H
765,HAXTUN ELEMENTARY SCHOOL,2630.0,HAXTUN RE-2J,E,EM,3846.0,flat,flat,flat,E
766,HAXTUN ELEMENTARY SCHOOL,2630.0,HAXTUN RE-2J,M,EM,3846.0,flat,flat,flat,M
767,HAXTUN HIGH SCHOOL,2630.0,HAXTUN RE-2J,H,,3850.0,flat,up,up,H
768,HAYDEN MIDDLE SCHOOL,2760.0,HAYDEN RE-1,M,,3860.0,down,down,down,M
769,HAYDEN HIGH SCHOOL,2760.0,HAYDEN RE-1,H,,3862.0,down,flat,flat,H
770,HEATH MIDDLE SCHOOL,3120.0,GREELEY 6,M,,3880.0,flat,flat,flat,M
771,HEATHERWOOD ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,3882.0,flat,flat,up,E
772,HUNT ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,3890.0,flat,flat,flat,E
773,HENDERSON ELEMENTARY SCHOOL,40.0,BRIGHTON 27J,E,,3900.0,flat,down,down,E
774,HENRY ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,3920.0,up,down,down,E
775,HERITAGE ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,3924.0,up,up,up,E
776,HERITAGE ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,3926.0,flat,flat,flat,E
777,HERITAGE ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,3928.0,flat,flat,flat,E
778,HERITAGE HIGH SCHOOL,140.0,LITTLETON 6,H,,3930.0,flat,flat,flat,H
779,HIDDEN LAKE HIGH SCHOOL,70.0,WESTMINSTER 50,H,,3931.0,down,down,flat,H
780,HIGH PEAKS ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,3940.0,flat,flat,flat,E
781,HIGHLAND ELEMENTARY SCHOOL,140.0,LITTLETON 6,E,,3950.0,flat,flat,flat,E
782,HIGHLAND ELEMENTARY SCHOOL,3145.0,AULT-HIGHLAND RE-9,E,,3958.0,flat,flat,up,E
783,HIGHLAND MIDDLE SCHOOL,3145.0,AULT-HIGHLAND RE-9,M,,3961.0,flat,flat,flat,M
784,HIGHLAND HIGH SCHOOL,3145.0,AULT-HIGHLAND RE-9,H,,3962.0,flat,flat,flat,H
785,HIGHLAND ELEMENTARY SCHOOL,1195.0,GARFIELD RE-2,E,,3967.0,up,up,up,E
786,HIGHLAND PARK ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,3976.0,down,flat,flat,E
787,HIGHLANDS RANCH HIGH SCHOOL,900.0,DOUGLAS COUNTY RE 1,H,,3980.0,up,up,up,H
788,HIGH PLAINS ELEMENTARY SCHOOL,1040.0,ACADEMY 20,E,,3985.0,down,flat,down,E
789,HIGHLINE ACADEMY CHARTER SCHOOL,880.0,DENVER COUNTY 1,E,EM,3987.0,flat,flat,flat,E
790,HIGHLINE ACADEMY CHARTER SCHOOL,880.0,DENVER COUNTY 1,M,EM,3987.0,up,flat,flat,M
791,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,3988.0,up,flat,down,E
792,HILL CAMPUS OF ARTS AND SCIENCES,880.0,DENVER COUNTY 1,M,,3990.0,up,flat,flat,M
793,HOPE ON-LINE,900.0,DOUGLAS COUNTY RE 1,E,,3995.0,up,up,flat,E
794,HOPE ON-LINE,900.0,DOUGLAS COUNTY RE 1,H,,3995.0,flat,flat,flat,H
795,HOPE ON-LINE,900.0,DOUGLAS COUNTY RE 1,M,,3995.0,flat,up,flat,M
796,HILLCREST ELEMENTARY SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,4000.0,flat,flat,down,E
797,HINKLEY HIGH SCHOOL,180.0,ADAMS-ARAPAHOE 28J,H,,4024.0,flat,flat,flat,H
798,HOEHNE ELEMENTARY SCHOOL,1600.0,HOEHNE REORGANIZED 3,E,,4044.0,flat,flat,flat,E
799,HOEHNE JUNIOR HIGH SCHOOL,1600.0,HOEHNE REORGANIZED 3,M,,4045.0,flat,flat,down,M
800,HOEHNE HIGH SCHOOL,1600.0,HOEHNE REORGANIZED 3,H,,4048.0,down,flat,flat,H
801,HOLLY HIGH SCHOOL,2670.0,HOLLY RE-3,H,,4058.0,up,flat,up,H
802,HOLLY HILLS ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,4062.0,up,up,up,E
803,HOLLY JUNIOR HIGH SCHOOL,2670.0,HOLLY RE-3,M,,4069.0,flat,flat,down,M
804,HOLMES MIDDLE SCHOOL,1010.0,COLORADO SPRINGS 11,M,,4070.0,flat,flat,flat,M
805,HOLM ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,4074.0,flat,flat,flat,E
806,HOLYOKE ELEMENTARY SCHOOL,2620.0,HOLYOKE RE-1J,E,,4076.0,down,down,down,E
807,HOMESTEAD ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,4078.0,flat,flat,up,E
808,HOLYOKE JUNIOR HIGH SCHOOL,2620.0,HOLYOKE RE-1J,M,,4079.0,flat,flat,flat,M
809,HOLYOKE SENIOR HIGH SCHOOL,2620.0,HOLYOKE RE-1J,H,,4080.0,flat,flat,flat,H
810,MANN MIDDLE SCHOOL,1010.0,COLORADO SPRINGS 11,M,,4090.0,flat,flat,flat,M
811,HORIZON MIDDLE SCHOOL,130.0,CHERRY CREEK 5,M,,4100.0,flat,flat,down,M
812,HORIZON MIDDLE SCHOOL,1110.0,FALCON 49,M,,4102.0,flat,flat,flat,M
813,HORIZON HIGH SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,H,,4108.0,flat,flat,flat,H
814,HOTCHKISS ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),E,EM,4124.0,flat,flat,flat,E
815,HOTCHKISS ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),M,EM,4124.0,up,flat,flat,M
816,HOTCHKISS HIGH SCHOOL,870.0,DELTA COUNTY 50(J),H,,4128.0,flat,flat,flat,H
817,HOWBERT ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,4138.0,down,flat,down,E
818,HOWELL K-8 SCHOOL,880.0,DENVER COUNTY 1,E,EM,4140.0,up,flat,up,E
819,HOWELL K-8 SCHOOL,880.0,DENVER COUNTY 1,M,EM,4140.0,up,up,up,M
820,HUDSON ELEMENTARY SCHOOL,3090.0,KEENESBURG RE-3(J),E,,4148.0,flat,flat,flat,E
821,GENOA-HUGO ELEMENTARY SCHOOL,1780.0,GENOA-HUGO C113,E,,4158.0,down,flat,down,E
822,GENOA-HUGO MIDDLE SCHOOL,1780.0,GENOA-HUGO C113,M,,4160.0,up,flat,up,M
823,GENOA-HUGO SENIOR HIGH SCHOOL,1780.0,GENOA-HUGO C113,H,,4162.0,down,flat,flat,H
824,HULSTROM OPTIONS K-8 SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,E,,4172.0,flat,flat,flat,E
825,HULSTROM OPTIONS K-8 SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,M,,4172.0,flat,up,up,M
826,CEDAREDGE ELEMENTARY SCHOOL,870.0,DELTA COUNTY 50(J),E,,4182.0,flat,flat,flat,E
827,SILVER HILLS MIDDLE SCHOOL,20.0,ADAMS 12 FIVE STAR SCHOOLS,M,,4187.0,flat,down,down,M
828,HUTCHINSON ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4190.0,flat,down,down,E
829,HYGIENE ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,4202.0,flat,up,flat,E
830,CARLSON ELEMENTARY SCHOOL,540.0,CLEAR CREEK RE-1,E,,4212.0,flat,up,up,E
831,CLEAR CREEK HIGH SCHOOL,540.0,CLEAR CREEK RE-1,H,,4216.0,flat,up,flat,H
832,IDALIA ELEMENTARY SCHOOL,3220.0,IDALIA RJ-3,E,,4227.0,down,flat,down,E
833,IDALIA JUNIOR-SENIOR HIGH SCHOOL,3220.0,IDALIA RJ-3,H,,4231.0,flat,flat,flat,H
834,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110.0,FALCON 49,E,,4251.0,flat,flat,flat,E
835,THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110.0,FALCON 49,M,,4251.0,flat,flat,flat,M
836,IGNACIO INTERMEDIATE SCHOOL,1540.0,IGNACIO 11 JT,E,,4252.0,down,down,down,E
837,IGNACIO JUNIOR HIGH SCHOOL,1540.0,IGNACIO 11 JT,M,,4254.0,up,flat,up,M
838,IGNACIO HIGH SCHOOL,1540.0,IGNACIO 11 JT,H,,4258.0,down,flat,flat,H
839,IOWA ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,4270.0,down,down,down,E
840,LEGEND HIGH SCHOOL,900.0,DOUGLAS COUNTY RE 1,H,,4271.0,flat,flat,flat,H
841,INDEPENDENCE ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,4276.0,flat,flat,down,E
842,INDIAN PEAKS CHARTER SCHOOL,1350.0,EAST GRAND 2,M,,4277.0,down,down,down,M
843,INDIAN PEAKS ELEMENTARY SCHOOL,470.0,ST VRAIN VALLEY RE 1J,E,,4278.0,down,flat,flat,E
844,INDIAN RIDGE ELEMENTARY SCHOOL,130.0,CHERRY CREEK 5,E,,4280.0,flat,flat,flat,E
845,IRISH ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,4282.0,flat,flat,up,E
846,IRON HORSE ELEMENTARY SCHOOL,900.0,DOUGLAS COUNTY RE 1,E,,4292.0,flat,flat,flat,E
847,IRVING ELEMENTARY SCHOOL,2690.0,PUEBLO CITY 60,E,,4302.0,down,down,flat,E
848,AVERY/PARSONS ELEMENTARY SCHOOL,490.0,BUENA VISTA R-31,E,,4306.0,flat,up,flat,E
849,NEWTON MIDDLE SCHOOL,140.0,LITTLETON 6,M,,4316.0,flat,flat,flat,M
850,IVY STOCKWELL ELEMENTARY SCHOOL,1560.0,THOMPSON R-2J,E,,4332.0,up,up,flat,E
851,IMAGINE CHARTER,470.0,ST VRAIN VALLEY RE 1J,E,EM,4333.0,up,up,flat,E
852,IMAGINE CHARTER,470.0,ST VRAIN VALLEY RE 1J,M,EM,4333.0,flat,flat,flat,M
853,TALBOTT ELEMENTARY SCHOOL,990.0,WIDEFIELD 3,E,,4346.0,flat,down,down,E
854,JACKSON ELEMENTARY SCHOOL,3120.0,GREELEY 6,E,,4356.0,flat,up,up,E
855,JACKSON ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,4358.0,flat,flat,flat,E
856,INSIGHT SCHOOL OF COLORADO AT JULESBURG,2862.0,JULESBURG RE-1,H,,4369.0,flat,up,flat,H
857,JAMES H RISLEY MIDDLE SCHOOL,2690.0,PUEBLO CITY 60,M,,4376.0,down,flat,flat,M
858,JAMES IRWIN CHARTER HIGH SCHOOL,980.0,HARRISON 2,H,,4378.0,flat,flat,flat,H
859,JAMES IRWIN CHARTER MIDDLE SCHOOL,980.0,HARRISON 2,M,,4379.0,flat,flat,flat,M
860,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,980.0,HARRISON 2,E,,4380.0,up,flat,flat,E
861,JANITELL JUNIOR HIGH SCHOOL,990.0,WIDEFIELD 3,M,,4394.0,flat,flat,down,M
862,JEFFERSON ACADEMY CHARTER SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4402.0,flat,flat,down,E
863,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,4404.0,flat,flat,down,M
864,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,4410.0,flat,flat,flat,H
865,JEFFERSON HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,4422.0,up,flat,flat,H
866,JENKINS MIDDLE SCHOOL,1010.0,COLORADO SPRINGS 11,M,,4424.0,flat,flat,flat,M
867,JEWELL ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,4426.0,flat,down,down,E
868,JOHN EVANS MIDDLE SCHOOL,3120.0,GREELEY 6,M,,4438.0,flat,flat,flat,M
869,JOHN F KENNEDY HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,4444.0,flat,flat,flat,H
870,JOHN WESLEY POWELL MIDDLE SCHOOL,140.0,LITTLETON 6,M,,4447.0,flat,flat,flat,M
871,JOHNSON ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,4450.0,up,up,up,E
872,JOHNSON ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,4456.0,down,flat,flat,E
873,JOHNSON ELEMENTARY SCHOOL,2180.0,MONTROSE COUNTY RE-1J,E,,4458.0,flat,down,down,E
874,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,70.0,WESTMINSTER 50,E,,4465.0,flat,down,flat,E
875,JORDAHL ELEMENTARY SCHOOL,1000.0,FOUNTAIN 8,E,,4474.0,flat,down,flat,E
876,SHERIDAN GREEN ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4478.0,down,down,down,E
877,JULESBURG ELEMENTARY SCHOOL,2862.0,JULESBURG RE-1,E,,4488.0,flat,flat,down,E
878,JULESBURG HIGH SCHOOL,2862.0,JULESBURG RE-1,H,,4492.0,up,up,up,H
879,JULESBURG HIGH SCHOOL,2862.0,JULESBURG RE-1,M,,4492.0,flat,up,up,M
880,JUSTICE HIGH CHARTER SCHOOL,480.0,BOULDER VALLEY RE 2,H,,4496.0,down,down,flat,H
881,KAISER ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,4498.0,up,up,up,E
882,KARVAL ONLINE EDUCATION,1810.0,KARVAL RE-23,H,EMH,4504.0,down,flat,up,H
883,KARVAL ONLINE EDUCATION,1810.0,KARVAL RE-23,M,EMH,4504.0,flat,up,up,M
884,KARVAL JUNIOR-SENIOR HIGH SCHOOL,1810.0,KARVAL RE-23,M,MH,4506.0,up,down,up,M
885,KATHRYN SENOR ELEMENTARY SCHOOL,1195.0,GARFIELD RE-2,E,,4510.0,flat,up,up,E
886,KEARNEY MIDDLE SCHOOL,30.0,ADAMS COUNTY 14,M,,4516.0,flat,flat,flat,M
887,HOFF ELEMENTARY SCHOOL,3090.0,KEENESBURG RE-3(J),E,,4526.0,flat,up,flat,E
888,KELLER ELEMENTARY SCHOOL,1010.0,COLORADO SPRINGS 11,E,,4530.0,flat,flat,down,E
889,KEMP ELEMENTARY SCHOOL,30.0,ADAMS COUNTY 14,E,,4536.0,flat,flat,flat,E
890,KEMPER ELEMENTARY SCHOOL,2035.0,MONTEZUMA-CORTEZ RE-1,E,,4546.0,flat,flat,flat,E
891,KEN CARYL MIDDLE SCHOOL,1420.0,JEFFERSON COUNTY R-1,M,,4548.0,flat,flat,flat,M
892,KENDALLVUE ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4549.0,flat,flat,down,E
893,KENDRICK LAKES ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4550.0,flat,flat,flat,E
894,KENTON ELEMENTARY SCHOOL,180.0,ADAMS-ARAPAHOE 28J,E,,4646.0,flat,down,down,E
895,KEPNER MIDDLE SCHOOL,880.0,DENVER COUNTY 1,M,,4656.0,flat,flat,flat,M
896,PLATTE VALLEY HIGH SCHOOL,3130.0,PLATTE VALLEY RE-7,H,,4670.0,up,flat,up,H
897,SALIDA MIDDLE SCHOOL,500.0,SALIDA R-32,E,,4680.0,up,flat,flat,E
898,SALIDA MIDDLE SCHOOL,500.0,SALIDA R-32,M,,4680.0,flat,flat,flat,M
899,RAY E KILMER ELEMENTARY SCHOOL,1080.0,LEWIS-PALMER 38,E,,4686.0,flat,flat,down,E
900,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,1550.0,POUDRE R-1,M,,4698.0,flat,flat,flat,M
901,KING-MURPHY ELEMENTARY SCHOOL,540.0,CLEAR CREEK RE-1,E,,4700.0,flat,flat,flat,E
902,KIOWA ELEMENTARY SCHOOL,930.0,KIOWA C-2,E,,4724.0,flat,flat,down,E
903,KIOWA MIDDLE SCHOOL,930.0,KIOWA C-2,M,,4726.0,flat,flat,up,M
904,KIOWA HIGH SCHOOL,930.0,KIOWA C-2,H,,4728.0,up,up,flat,H
905,KIPP DENVER COLLEGIATE HIGH SCHOOL,880.0,DENVER COUNTY 1,H,,4730.0,flat,flat,flat,H
906,KIPP SUNSHINE PEAK ACADEMY,880.0,DENVER COUNTY 1,E,EM,4732.0,flat,flat,flat,E
907,KIPP SUNSHINE PEAK ACADEMY,880.0,DENVER COUNTY 1,M,EM,4732.0,flat,flat,flat,M
908,KIT CARSON ELEMENTARY SCHOOL,510.0,KIT CARSON R-1,E,,4738.0,flat,down,up,E
909,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510.0,KIT CARSON R-1,H,,4742.0,down,down,up,H
910,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510.0,KIT CARSON R-1,M,,4742.0,down,flat,down,M
911,KNAPP ELEMENTARY SCHOOL,880.0,DENVER COUNTY 1,E,,4762.0,flat,up,up,E
912,HALLETT FUNDAMENTAL ACADEMY,880.0,DENVER COUNTY 1,E,,4782.0,up,up,up,E
913,KNOWLEDGE QUEST ACADEMY,3110.0,JOHNSTOWN-MILLIKEN RE-5J,E,,4785.0,flat,flat,flat,E
914,KNOWLEDGE QUEST ACADEMY,3110.0,JOHNSTOWN-MILLIKEN RE-5J,M,,4785.0,down,flat,down,M
915,KOHL ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,4792.0,flat,flat,flat,E
916,KRUSE ELEMENTARY SCHOOL,1550.0,POUDRE R-1,E,,4793.0,flat,flat,flat,E
917,KUNSMILLER CREATIVE ARTS ACADEMY,880.0,DENVER COUNTY 1,E,EM,4795.0,flat,flat,flat,E
918,KUNSMILLER CREATIVE ARTS ACADEMY,880.0,DENVER COUNTY 1,M,EM,4795.0,flat,flat,flat,M
919,KULLERSTRAND ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4802.0,flat,flat,flat,E
920,KYFFIN ELEMENTARY SCHOOL,1420.0,JEFFERSON COUNTY R-1,E,,4830.0,flat,flat,flat,E
921,LA JARA ELEMENTARY SCHOOL,550.0,NORTH CONEJOS RE-1J,E,,4836.0,flat,down,down,E
922,JUNE CREEK ELEMENTARY SCHOOL,910.0,EAGLE COUNTY RE 50,E,,4838.0,up,up,up,E
923,LA JUNTA INTERMEDIATE SCHOOL,2520.0,EAST OTERO R-1,E,,4841.0,flat,up,up,E
924,PETE MIRICH ELEMENTARY SCHOOL,3080.0,WELD COUNTY RE-1,E,,4852.0,flat,flat,down,E
925,NORTH VALLEY MIDDLE SCHOOL,3080.0,WELD COUNTY RE-1,M,,4854.0,flat,flat,down,M
926,LA VETA ELEMENTARY SCHOOL,1400.0,LA VETA RE-2,E,,4860.0,down,down,down,E
927,LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400.0,LA VETA RE-2,H,MH,4864.0,down,up,flat,H
928,LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400.0,LA VETA RE-2,M,MH,4864.0,flat,up,flat,M
929,LAFAYETTE ELEMENTARY SCHOOL,480.0,BOULDER VALLEY RE 2,E,,4874.0,flat,down,down,E
930,ANGEVINE MIDDLE SCHOOL,480.0,BOULDER VALLEY RE 2,M,,4878.0,flat,flat,flat,M
931,LAKE CITY COMMUNITY SCHOOL,1380.0,HINSDALE COUNTY RE 1,E,EMH,4899.0,down,down,flat,E
932,LAKE CITY COMMUNITY SCHOOL,1380.0,HINSDALE COUNTY RE 1,M,EMH,4899.0,down,down,flat,M
933,LAKE COUNTY MIDDLE SCHOOL,1510.0,LAKE COUNTY R-1,E,EM,4901.0,flat,down,down,E
934,LAKE COUNTY MIDDLE SCHOOL,1510.0,LAKE COUNTY R-1,M,EM,4901.0,down,down,down,M
935,LAKE COUNTY HIGH SCHOOL,1510.0,LAKE COUNTY R-1,H,,4904.0,up,flat,up,H
936,LAKE GEORGE CHARTER SCHOOL,2610.0,PARK COUNTY RE-2,E,,4908.0,down,flat,flat,E
937,LAKE INTERNATIONAL SCHOOL,880.0,DENVER COUNTY 1,M,,4910.0,up,up,up,M
938,LAKEWOOD HIGH SCHOOL,1420.0,JEFFERSON COUNTY R-1,H,,4942.0,flat,flat,flat,H
939,LANDMARK ACADEMY AT REUNION,40.0,BRIGHTON 27J,E,,4950.0,flat,up,flat,E
