district_id,school_id,school,city,state,zipcode
1420,8102,South Lakewood Elementary School,Lakewood,CO,80226
900,8106,Soaring Hawk Elementary School,Castle Rock,CO,80109
2700,8110,South Mesa Elementary School,Pueblo,CO,81006
2610,8114,Edith Teter Elementary School,Fairplay,CO,80440
2690,8116,South Park Elementary School,Pueblo,CO,81005
2610,8118,South Park High School,Fairplay,CO,80440
2780,8119,South Routt Early Learning Center,Yampa,CO,80483
2780,8120,South Routt Elementary School,Yampa,CO,80483
990,8122,Venetucci Elementary School,Colorado Springs,CO,80911
900,8126,South Street Elementary School,Castle Rock,CO,80104
40,8130,Southeast Elementary School,Brighton,CO,80601
880,8132,Southwest Early College Charter School,Denver,CO,80236
2035,8133,Southwest Open Charter School,Cortez,CO,81321
480,8135,Southern Hills Middle School,Boulder,CO,80305
880,8138,Southmoor Elementary School,Denver,CO,80237
470,8140,Spangler Elementary School,Longmont,CO,80501
2690,8143,Spann Elementary School,Pueblo,CO,81001
880,8145,Summit Academy,Denver,CO,80219
250,8160,Springfield Elementary School,Springfield,CO,81073
250,8164,Springfield Junior High School,Springfield,CO,81073
250,8168,Springfield High School,Springfield,CO,81073
990,8178,Sproul Junior High School,Colorado Springs,CO,80911
2770,8208,Soda Creek Elementary School,Steamboat Springs,CO,80487
1420,8209,Standley Lake High School,Westminster,CO,80021
2770,8210,Steamboat Springs Middle School,Steamboat Springs,CO,80487
20,8211,The Studio School,Northglenn,CO,80233
2770,8212,Steamboat Springs High School,Steamboat Springs,CO,80487
880,8222,Steck Elementary School,Denver,CO,80220
20,8225,Stellar Elementary School,Thornton,CO,80241
880,8232,Stedman Elementary School,Denver,CO,80207
880,8242,Steele Elementary School,Denver,CO,80209
1010,8246,Steele Elementary School,Colorado Springs,CO,80907
1420,8248,Stein Elementary School,Lakewood,CO,80226
1828,8256,Sterling Middle School,Sterling,CO,80751
1828,8260,Sterling High School,Sterling,CO,80751
1110,8266,Stetson Elementary School,Colorado Springs,CO,80922
1420,8272,Stevens Elementary School,Wheat Ridge,CO,80033
1220,8274,Grand Valley Middle School,Parachute,CO,81635
20,8275,Stem School,Northglenn,CO,80233
1420,8276,Stober Elementary School,Lakewood,CO,80215
1420,8280,Stony Creek Elementary School,Littleton,CO,80128
1420,8300,Stott Elementary School,Arvada,CO,80004
1550,8318,Stove Prairie Elementary School,Bellvue,CO,80512
60,8328,Strasburg Elementary School,Strasburg,CO,80136
60,8332,Hemphill Middle School,Strasburg,CO,80136
60,8334,Strasburg High School,Strasburg,CO,80136
980,8337,Stratmoor Hills Elementary School,Colorado Springs,CO,80906
1480,8342,Stratton Elementary School,Stratton,CO,80836
1010,8346,Stratton Elementary School,Colorado Springs,CO,80907
980,8350,Stratton Meadows Elementary School,Colorado Springs,CO,80906
1480,8351,Stratton Middle School,Stratton,CO,80836
1480,8354,Stratton Senior High School,Stratton,CO,80836
180,8356,William Smith High School,Aurora,CO,80011
2770,8358,Strawberry Park Elementary School,Steamboat Springs,CO,80487
1010,8359,Space Technology And Arts Academy (Star Academy),Colorado Springs,CO,80910
20,8361,Stukey Elementary School,Northglenn,CO,80233
3000,8370,Dillon Valley Elementary School,Dillon,CO,80435
3000,8372,Breckenridge Elementary School,Breckenridge,CO,80424
3000,8374,Frisco Elementary School,Frisco,CO,80443
3000,8375,Summit Alternative High School,Dillon,CO,80435
3000,8376,Silverthorne Elementary School,Silverthorne,CO,80498
3000,8377,Summit Middle School,Frisco,CO,80443
3000,8378,Summit High School,Frisco,CO,80443
3020,8379,Summit Elementary School,Divide,CO,80814
130,8380,Summit Elementary School,Aurora,CO,80015
1420,8381,Summit Ridge Middle School,Littleton,CO,80127
900,8382,Summit View Elementary School,Highlands Ranch,CO,80126
3000,8385,Summit Cove Elementary School,Dillon,CO,80435
480,8387,Summit Middle Charter School,Boulder,CO,80305
1520,8388,Sunnyside Elementary School,Durango,CO,81301
990,8392,Sunrise Elementary School,Colorado Springs,CO,80911
130,8394,Sunrise Elementary School,Aurora,CO,80013
2020,8398,Sunset Elementary School,Craig,CO,81625
2690,8402,Sunset Park Elementary School,Pueblo,CO,81005
70,8406,Sunset Ridge Elementary School,Westminster,CO,80030
480,8418,Superior Elementary School,Superior,CO,80027
870,8419,Surface Creek Vision School,Cedaredge,CO,81413
2700,8420,Swallows Charter Academy,Pueblo West,CO,81007
880,8422,Swansea Elementary School,Denver,CO,80216
1420,8432,Swanson Elementary School,Arvada,CO,80003
2570,8452,Swink Elementary School,Swink,CO,81077
2570,8456,Swink Junior-Senior High School,Swink,CO,81077
1010,8457,Jack Swigert Aerospace Academy,Colorado Springs,CO,80909
1420,8458,John And Karen Litz Preschool,Golden,CO,80401
3100,8459,Range View Elementary,Severance,CO,80550
1550,8460,Tavelli Elementary School,Fort Collins,CO,80524
2000,8462,Taylor Elementary School,Palisade,CO,81526
1010,8466,Taylor Elementary School,Colorado Springs,CO,80907
2055,8500,Teddy Bear Preschool,Dolores,CO,81323
880,8776,Teller Elementary School,Denver,CO,80206
1040,8779,Tca College Pathways,Colorado Springs,CO,80921
2830,8786,Telluride Elementary School,Telluride,CO,81435
2830,8790,Telluride Middle School,Telluride,CO,81435
1110,8791,Vista Ridge High School,Colorado Springs,CO,80922
1420,8793,Two Roads Charter School,Wheat Ridge,CO,80033
2830,8794,Telluride High School,Telluride,CO,81435
70,8798,Tennyson Knolls Elementary School,Arvada,CO,80003
1510,8804,Pitts Elementary School,Leadville,CO,80461
2700,8810,The Connect Charter School,Pueblo,CO,81003
1040,8813,The Da Vinci Academy School,Colorado Springs,CO,80921
40,8820,Turnberry Elementary,Commerce City,CO,80022
880,8822,Thomas Jefferson High School,Denver,CO,80237
1560,8824,Thompson Valley High School,Loveland,CO,80537
8001,8825,Thomas Maclaren State Charter School,Colorado Springs,CO,80918
2395,8832,Thomson Primary School,Brush,CO,80723
1420,8834,Thomson Elementary School,Arvada,CO,80003
20,8842,Thornton Elementary School,Thornton,CO,80229
2000,8846,Thunder Mountain Elementary School,Grand Junction,CO,81504
900,8847,Thunderridge High School,Highlands Ranch,CO,80129
130,8848,Thunder Ridge Middle School,Aurora,CO,80015
130,8850,Timberline Elementary School,Centennial,CO,80015
1040,8851,Timberview Middle School,Colorado Springs,CO,80920
1550,8852,Timnath Elementary School,Timnath,CO,80547
900,8853,Timber Trail Elementary School,Castle Rock,CO,80108
1560,8855,Thompson Online,Loveland,CO,80538
180,8858,Tollgate Elementary School,Aurora,CO,80017
2000,8876,Tope Elementary School,Grand Junction,CO,81501
3100,8886,Tozer Elementary School,Windsor,CO,80550
130,8887,Trails West Elementary School,Centennial,CO,80015
880,8888,Traylor Elementary School,Denver,CO,80227
900,8897,Trailblazer Elementary School,Highlands Ranch,CO,80126
1010,8902,Trailblazer Elementary School,Colorado Springs,CO,80919
470,8903,Trail Ridge Middle School,Longmont,CO,80501
1580,8906,Trinidad High School,Trinidad,CO,81082
880,8909,Trevista Ece-8 At Horace Mann,Denver,CO,80211
1560,8918,Truscott Elementary School,Loveland,CO,80537
980,8923,Turman Elementary School,Colorado Springs,CO,80916
1560,8925,Turner Middle School,Berthoud,CO,80513
470,8927,Twin Peaks Charter Academy,Longmont,CO,80501
8001,8929,Pikes Peak Prep,Colorado Springs,CO,80903
3140,8930,Twombly Elementary School,Fort Lupton,CO,80621
2730,8960,Underwood Elementary School,Del Norte,CO,81132
3120,8965,Union Colony Preparatory School,Greeley,CO,80634
880,8970,University Park Elementary School,Denver,CO,80210
480,8978,University Hill Elementary School,Boulder,CO,80302
3000,8993,Upper Blue Elementary School,Breckenridge,CO,80424
1420,9008,Ute Meadows Elementary School,Littleton,CO,80127
1030,9010,Ute Pass Elementary School,Chipita Park,CO,80809
3080,9032,Valley High School,Gilcrest,CO,80623
10,9036,Valley View K-8,Denver,CO,80221
880,9050,Valverde Elementary School,Denver,CO,80223
8001,9051,The Vanguard School (Middle),Colorado Springs,CO,80906
1420,9052,Van Arsdale Elementary School,Arvada,CO,80005
1560,9055,Van Buren Elementary School,Loveland,CO,80538
180,9056,Vanguard Classical School,Denver,CO,80230
8001,9057,The Vanguard School (High),Colorado Springs,CO,80906
1420,9058,Vanderhoof Elementary School,Arvada,CO,80004
180,9059,Vassar Elementary School,Aurora,CO,80013
180,9060,Vaughn Elementary School,Aurora,CO,80011
910,9061,Vail Ski And Snowboard Academy (Ussa),Eagle,CO,81631
3010,9080,Cresson Elementary School,Cripple Creek,CO,80813
180,9083,Vista Peak P-8 Exploratory,Aurora,CO,80018
260,9085,V.I.L.A.S. Online School,Vilas,CO,81087
260,9090,Vilas Elementary School,Vilas,CO,81087
260,9100,Vilas Undivided High School,Vilas,CO,81087
130,9108,Village East Community Elementary School,Aurora,CO,80012
180,9125,Vista Peak 9-12 Preparatory,Aurora,CO,80018
2700,9130,Vineland Elementary School,Pueblo,CO,81006
2700,9134,Vineland Middle School,Pueblo,CO,81006
180,9140,Virginia Court Elementary School,Aurora,CO,80012
870,9146,North Fork Vision School,Delta,CO,81416
2180,9149,Vista Charter School,Montrose,CO,81401
1420,9154,Vivian Elementary School,Lakewood,CO,80215
1460,9164,Hi Plains Elementary School,Vona,CO,80861
2690,9188,W H Heaton Middle School,Pueblo,CO,81001
1410,9198,Walden Elementary School,Walden,CO,80480
130,9200,Walnut Hills Community Elementary School,Centennial,CO,80112
1390,9212,John Mall High School,Walsenburg,CO,81089
230,9222,Walsh Elementary School,Walsh,CO,81090
230,9226,Walsh High School,Walsh,CO,81090
1560,9228,Walt Clark Middle School,Loveland,CO,80537
40,9230,Vikan Middle School,Brighton,CO,80601
1195,9231,Wamsley Elementary School,Rifle,CO,81650
1420,9232,Warder Elementary School,Arvada,CO,80005
1420,9234,Warren Occupation Technical Center,Lakewood,CO,80228
1420,9245,Warren Tech North,Arvada,CO,80004
1140,9248,Washington Elementary School,Canon City,CO,81212
1550,9251,Traut Core Elementary School,Fort Collins,CO,80528
1560,9260,Harold Ferguson High School,Loveland,CO,80537
2515,9263,Wiggins Middle School,Wiggins,CO,80654
2530,9264,Washington Primary School,Rocky Ford,CO,81067
2660,9268,Washington Elementary School,Lamar,CO,81052
990,9294,Watson Junior High School,Colorado Springs,CO,80911
1010,9298,Wasson High School,Colorado Springs,CO,80909
1420,9299,Wayne Carle Middle School,Westminster,CO,80021
1420,9328,Weber Elementary School,Arvada,CO,80005
1550,9330,Webber Middle School,Fort Collins,CO,80526
990,9334,Webster Elementary School,Colorado Springs,CO,80911
880,9336,West Denver Prep - Highland Campus,Denver,CO,80211
1420,9342,Welchester Elementary School,Golden,CO,80401
3090,9347,Weld Central Junior High School,Keenesburg,CO,80643
2505,9352,Weldon Valley Elementary School,Weldona,CO,80653
2505,9356,Weldon Valley Junior High School,Weldona,CO,80653
2505,9360,Weldon Valley High School,Weldona,CO,80653
1550,9370,Eyestone Elementary School,Wellington,CO,80549
1550,9374,Wellington Middle School,Wellington,CO,80549
1550,9380,Werner Elementary School,Fort Collins,CO,80525
880,9389,West Denver Prep: Harvey Park Campus,Denver,CO,80219
880,9390,West Denver Prep - Lake Campus,Denver,CO,80204
180,9396,Aurora West College Preparatory Academy,Aurora,CO,80010
1010,9404,West Intergenerational Center,Colorado Springs,CO,80904
2000,9406,West Middle School,Grand Junction,CO,81505
880,9408,West High School,Denver,CO,80204
1420,9412,Westgate Elementary School,Lakewood,CO,80227
1340,9416,West Grand Elementary School,Kremmling,CO,80459
1340,9420,West Grand High School,Kremmling,CO,80459
1340,9422,West Grand Middle School,Kremmling,CO,80459
1420,9424,West Jefferson Elementary School,Conifer,CO,80433
880,9425,Westerly Creek Elementary,Denver,CO,80238
40,9426,West Ridge Elementary,Thornton,CO,80602
1420,9427,Woodrow Wilson Charter Academy,Westminster,CO,80021
1420,9428,West Jefferson Middle School,Conifer,CO,80433
1420,9429,West Woods Elementary School,Arvada,CO,80007
470,9430,Westview Middle School,Longmont,CO,80503
20,9431,Westgate Charter,Northglenn,CO,80233
1420,9432,Dennison Elementary School,Lakewood,CO,80226
2000,9434,Scenic Elementary School,Grand Junction,CO,81503
20,9444,Westlake Middle School,Broomfield,CO,80020
1010,9445,West Elementary School,Colorado Springs,CO,80904
70,9462,Westminster Elementary School,Westminster,CO,80030
70,9466,Westminster High School,Westminster,CO,80030
1510,9486,Westpark Elementary School,Leadville,CO,80461
1420,9490,Westridge Elementary School,Littleton,CO,80127
20,9494,Westview Elementary School,Northglenn,CO,80234
880,9496,Castro Elementary School,Denver,CO,80219
1420,9506,Wheat Ridge Middle School,Wheat Ridge,CO,80033
1420,9510,Wheat Ridge High School,Wheat Ridge,CO,80033
180,9514,Wheeling Elementary School,Aurora,CO,80012
480,9544,Whittier Elementary School,Boulder,CO,80302
880,9548,Whittier K-8 School,Denver,CO,80205
990,9560,Discovery High School,Colorado Springs,CO,80911
990,9562,Widefield Elementary School,Colorado Springs,CO,80911
990,9566,Widefield High School,Colorado Springs,CO,80911
2515,9576,Wiggins Elementary School,Wiggins,CO,80654
2515,9582,Wiggins High School,Wiggins,CO,80654
900,9592,Wildcat Mountain Elementary School,Littleton,CO,80124
140,9600,Wilder Elementary School,Littleton,CO,80123
980,9602,Wildflower Elementary School,Colorado Springs,CO,80916
2680,9604,Wiley Elementary School,Wiley,CO,81092
2680,9608,Wiley Junior-Senior High School,Wiley,CO,81092
1000,9610,Weikel Elementary School,Colorado Springs,CO,80902
1010,9618,Rogers Elementary School,Colorado Springs,CO,80910
120,9620,Wm E Bishop Elementary School,Englewood,CO,80110
880,9623,William (Bill) Roberts K-8 School,Denver,CO,80238
130,9624,Willow Creek Elementary School,Centennial,CO,80112
1420,9638,Wilmore Davis Elementary School,Wheat Ridge,CO,80033
1420,9648,Wilmot Elementary School,Evergreen,CO,80439
990,9656,Wilson Preschool,Security,CO,80911
1010,9660,Wilson Elementary School,Colorado Springs,CO,80915
3100,9665,Windsor Charter Academy,Windsor,CO,80550
3100,9670,Windsor Middle School,Windsor,CO,80550
3100,9672,Windsor High School,Windsor,CO,80550
2000,9673,Wingate Elementary School,Grand Junction,CO,81503
1560,9674,Winona Elementary School,Loveland,CO,80537
1420,9678,Witt Elementary School,Westminster,CO,80021
20,9682,Woodglen Elementary School,Thornton,CO,80233
3020,9692,Gateway Elementary School,Woodland Park,CO,80866
3020,9694,Woodland Park Middle School,Woodland Park,CO,80866
3020,9696,Woodland Park High School,Woodland Park,CO,80866
3020,9698,Columbine Elementary School,Woodland Park,CO,80866
3070,9700,Woodlin Elementary School,Woodrow,CO,80757
3070,9704,Woodlin Undivided High School,Woodrow,CO,80757
1110,9706,Woodmen Hills Elementary School,Falcon,CO,80831
1040,9714,Woodmen-Roberts Elementary School,Colorado Springs,CO,80919
3210,9725,Wray Elementary School,Wray,CO,80758
3210,9729,Buchanan Middle School,Wray,CO,80758
3210,9733,Wray High School,Wray,CO,80758
880,9739,Wyatt-Edison Charter Elementary School,Denver,CO,80205
180,9756,Yale Elementary School,Aurora,CO,80013
2770,9757,Yampa Valley School,Steamboat Springs,CO,80487
2690,9785,Youth & Family Academy Charter,Pueblo,CO,81008
3200,9791,Yuma Middle School,Yuma,CO,80759
3200,9795,Kenneth P Morris Elementary School,Yuma,CO,80759
9030,9797,Yampah Teen Parent Program,Glenwood Springs,CO,81601
3200,9799,Yuma High School,Yuma,CO,80759
1420,9800,Zerger Elementary School,Westminster,CO,80021
