school_id,school,city,state,zipcode,LowestGrade,Unnamed: 8,School Type,district_id,district_name,District Size,District Setting
7463,ROCKY MOUNTAIN CLASSICAL ACADEMY,COLORADO SPRINGS,CO,80915,Kindergarten,11th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,CLIFTON,CO,81520,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
7470,ROCKY MOUNTAIN HIGH SCHOOL,FORT COLLINS,CO,80526,9th Grade,12th Grade,Senior,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
7476,ROLLING HILLS ELEMENTARY SCHOOL,AURORA,CO,80015,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7481,RONCALLI MIDDLE SCHOOL,PUEBLO,CO,81005,6th Grade,8th Grade,Middle,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
7482,ROOSEVELT EDISON CHARTER SCHOOL,COLORADO SPRINGS,CO,80910,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7483,ROONEY RANCH ELEMENTARY SCHOOL,LAKEWOOD,CO,80228,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7490,ROOSEVELT HIGH SCHOOL,JOHNSTOWN,CO,80534,9th Grade,12th Grade,Senior,3110,JOHNSTOWN-MILLIKEN RE-5J,"1,201 - 6,000",Outlying Town
7500,ROSE HILL ELEMENTARY SCHOOL,COMMERCE CITY,CO,80022,Preschool,5th Grade,Elementary,30,ADAMS COUNTY 14,"6,001 - 25,000",Denver Metro
7512,ROSS MONTESSORI SCHOOL,CARBONDALE,CO,81623,Kindergarten,8th Grade,Elementary,8001,Charter School Institute,,
7513,RUDY ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80917,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7517,RUNNING CREEK ELEMENTARY SCHOOL,ELIZABETH,CO,80107,Kindergarten,5th Grade,Elementary,920,ELIZABETH C-1,"1,201 - 6,000",Rural
7518,RUNYON ELEMENTARY SCHOOL,LITTLETON,CO,80120,Kindergarten,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
7523,RUSSELL MIDDLE SCHOOL,COLORADO SPRINGS,CO,80918,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7528,RYAN ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
7529,RYAN ELEMENTARY SCHOOL,WESTMINSTER,CO,80020,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7530,RYE ELEMENTARY SCHOOL,RYE,CO,81069,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7532,CRAVER MIDDLE SCHOOL,COLORADO CITY,CO,81019,6th Grade,8th Grade,Middle,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7534,RYE HIGH SCHOOL,RYE,CO,81069,9th Grade,12th Grade,Senior,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7554,SABIN WORLD SCHOOL,DENVER,CO,80236,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7556,SABIN MIDDLE SCHOOL,COLORADO SPRINGS,CO,80917,6th Grade,8th Grade,Middle,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7558,SABLE ELEMENTARY SCHOOL,AURORA,CO,80011,Preschool,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
7559,SAGEBRUSH ELEMENTARY SCHOOL,AURORA,CO,80015,Preschool,5th Grade,Elementary,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
7562,SADDLE RANCH ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80129,Preschool,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
7565,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,LONGMONT,CO,80501,Preschool,3rd Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7568,SALIDA HIGH SCHOOL,SALIDA,CO,81201,9th Grade,12th Grade,Senior,500,SALIDA R-32,601 - 1.200,Outlying Town
7578,SAMUELS ELEMENTARY SCHOOL,DENVER,CO,80237,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7584,SANBORN ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7588,CENTENNIAL ELEMENTARY SCHOOL,SAN LUIS,CO,81152,Preschool,6th Grade,Elementary,640,CENTENNIAL R-1,301 - 600,Rural
7592,SANCHEZ ELEMENTARY SCHOOL,LAFAYETTE,CO,80026,Preschool,5th Grade,Elementary,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
7606,SANDBURG ELEMENTARY SCHOOL,CENTENNIAL,CO,80122,Preschool,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
7610,SAND CREEK ELEMENTARY SCHOOL,HIGHLANDS RANCH,CO,80126,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
7611,SAND CREEK ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80916,Preschool,5th Grade,Elementary,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
7612,SANFORD ELEMENTARY SCHOOL,SANFORD,CO,81151,Preschool,6th Grade,Elementary,560,SANFORD 6J,301 - 600,Rural
7613,SAND CREEK HIGH SCHOOL,COLORADO SPRINGS,CO,80922,9th Grade,12th Grade,Senior,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,SANFORD,CO,81151,7th Grade,12th Grade,Senior,560,SANFORD 6J,301 - 600,Rural
7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,HOOPER,CO,81136,Preschool,6th Grade,Elementary,110,SANGRE DE CRISTO RE-22J,301 - 600,Rural
7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,MOSCA,CO,81146,7th Grade,12th Grade,Senior,110,SANGRE DE CRISTO RE-22J,301 - 600,Rural
7640,SARAH MILNER ELEMENTARY SCHOOL,LOVELAND,CO,80537,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
7650,STANSBERRY ELEMENTARY SCHOOL,LOVELAND,CO,80538,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
7660,SARGENT ELEMENTARY SCHOOL,MONTE VISTA,CO,81144,Kindergarten,6th Grade,Elementary,2750,SARGENT RE-33J,301 - 600,Rural
7664,SARGENT SENIOR HIGH SCHOOL,MONTE VISTA,CO,81144,9th Grade,12th Grade,Senior,2750,SARGENT RE-33J,301 - 600,Rural
7668,SARGENT JUNIOR HIGH SCHOOL,MONTE VISTA,CO,81144,7th Grade,8th Grade,Middle,2750,SARGENT RE-33J,301 - 600,Rural
7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,DENVER,CO,80219,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7698,SCHMITT ELEMENTARY SCHOOL,DENVER,CO,80223,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7700,SCOTT ELEMENTARY SCHOOL,GREELEY,CO,80634,Preschool,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
7701,COLLEGIATE ACADEMY OF COLORADO,LITTLETON,CO,80127,Kindergarten,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7705,SCOTT ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80918,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
7708,SECREST ELEMENTARY SCHOOL,ARVADA,CO,80003,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7714,SECOND CREEK ELEMENTARY SCHOOL,COMMERCE CITY,CO,80022,Kindergarten,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
7718,SEDALIA ELEMENTARY SCHOOL,SEDALIA,CO,80135,Preschool,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
7725,SD 27J PRESCHOOL AT THE BRIGHTON LRC,BRIGHTON,CO,80601,Preschool,Preschool,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
7746,HI PLAINS UNDIVIDED HIGH SCHOOL,SEIBERT,CO,80834,7th Grade,12th Grade,Senior,1460,HI-PLAINS R-23,300 or less,Rural
7748,KEATING CONTINUING EDUCATION,PUEBLO,CO,81004,3rd Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
7753,SEMPER ELEMENTARY SCHOOL,WESTMINSTER,CO,80021,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7755,SEVERANCE MIDDLE SCHOOL,WINDSOR,CO,80550,6th Grade,8th Grade,Middle,3100,WINDSOR RE-4,"1,201 - 6,000",Outlying Town
7764,SEVENTH STREET ELEMENTARY SCHOOL,DOVE CREEK,CO,81324,Preschool,6th Grade,Elementary,890,DOLORES COUNTY RE NO.2,300 or less,Rural
7780,SHAFFER ELEMENTARY SCHOOL,LITTLETON,CO,80127,Kindergarten,5th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7789,SILVER CREEK HIGH SCHOOL,LONGMONT,CO,80503,9th Grade,12th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7794,SHANNER ELEMENTARY SCHOOL,HOLLY,CO,81047,Preschool,6th Grade,Elementary,2670,HOLLY RE-3,301 - 600,Rural
7795,SILVER CREEK ELEMENTARY,THORNTON,CO,80602,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
7810,FLYNN ELEMENTARY SCHOOL,WESTMINSTER,CO,80030,Kindergarten,5th Grade,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7812,SHAW HEIGHTS MIDDLE SCHOOL,WESTMINSTER,CO,80030,6th Grade,8th Grade,Middle,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7814,SHAWSHEEN ELEMENTARY SCHOOL,GREELEY,CO,80634,Kindergarten,5th Grade,Elementary,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
7832,SHELLEDY ELEMENTARY SCHOOL,FRUITA,CO,81521,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
7833,SHELTON ELEMENTARY SCHOOL,GOLDEN,CO,80401,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7834,SHEPARDSON ELEMENTARY SCHOOL,FORT COLLINS,CO,80525,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
7837,SHERIDAN MIDDLE SCHOOL,ENGLEWOOD,CO,80150,6th Grade,8th Grade,Middle,123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7842,SHERIDAN HIGH SCHOOL,DENVER,CO,80236,9th Grade,12th Grade,Senior,123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7843,EARLY CHILDHOOD EDUCATION CENTER,ENGLEWOOD,CO,80150,Preschool,Preschool,Elementary,123,SHERIDAN 2,"1,201 - 6,000",Denver Metro
7856,SHERMAN EARLY CHILDHOOD CENTER,FORT MORGAN,CO,80701,Preschool,Kindergarten,Elementary,2405,FORT MORGAN RE-3,"1,201 - 6,000",Outlying City
7860,SHERRELWOOD ELEMENTARY SCHOOL,DENVER,CO,80221,Kindergarten,5th Grade,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7865,SIDE CREEK ELEMENTARY SCHOOL,AURORA,CO,80013,Preschool,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
7870,SIERRA ELEMENTARY SCHOOL,ARVADA,CO,80005,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7876,SIERRA GRANDE ELEMENTARY SCHOOL,BLANCA,CO,81123,Kindergarten,5th Grade,Elementary,740,SIERRA GRANDE R-30,300 or less,Rural
7878,SIERRA GRANDE MIDDLE SCHOOL,BLANCA,CO,81123,6th Grade,8th Grade,Middle,740,SIERRA GRANDE R-30,300 or less,Rural
7879,SOUTHERN COLORADO EARLY COLLEGE,PUEBLO WEST,CO,81007,9th Grade,12th Grade,Senior,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7880,SIERRA GRANDE SENIOR HIGH SCHOOL,BLANCA,CO,81123,9th Grade,12th Grade,Senior,740,SIERRA GRANDE R-30,300 or less,Rural
7882,SIERRA HIGH SCHOOL,COLORADO SPRINGS,CO,80916,9th Grade,12th Grade,Senior,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
7886,SIERRA VISTA ELEMENTARY SCHOOL,PUEBLO WEST,CO,81007,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
7890,CACTUS VALLEY ELEMENTARY SCHOOL,SILT,CO,81652,Preschool,4th Grade,Elementary,1195,GARFIELD RE-2,"1,201 - 6,000",Outlying Town
7891,SILVERHEELS MIDDLE SCHOOL,FAIRPLAY,CO,80440,6th Grade,8th Grade,Middle,2610,PARK COUNTY RE-2,301 - 600,Rural
7900,SILVERTON ELEMENTARY SCHOOL,SILVERTON,CO,81433,Preschool,5th Grade,Elementary,2820,SILVERTON 1,300 or less,Rural
7902,SILVERTON MIDDLE SCHOOL,SILVERTON,CO,81433,6th Grade,8th Grade,Middle,2820,SILVERTON 1,300 or less,Rural
7904,SILVERTON HIGH SCHOOL,SILVERTON,CO,81433,9th Grade,12th Grade,Senior,2820,SILVERTON 1,300 or less,Rural
7914,SIMLA ELEMENTARY SCHOOL,SIMLA,CO,80835,Preschool,5th Grade,Elementary,940,BIG SANDY 100J,301 - 600,Rural
7918,SIMLA JUNIOR HIGH SCHOOL,SIMLA,CO,80835,6th Grade,8th Grade,Middle,940,BIG SANDY 100J,301 - 600,Rural
7922,SIMLA HIGH SCHOOL,SIMLA,CO,80835,9th Grade,12th Grade,Senior,940,BIG SANDY 100J,301 - 600,Rural
7924,SINGING HILLS PRESCHOOL,PARKER,CO,80134,Preschool,Preschool,Elementary,920,ELIZABETH C-1,"1,201 - 6,000",Rural
7925,SINGING HILLS ELEMENTARY SCHOOL,PARKER,CO,80134,Kindergarten,5th Grade,Elementary,920,ELIZABETH C-1,"1,201 - 6,000",Rural
7932,SIXTH AVENUE ELEMENTARY SCHOOL,AURORA,CO,80011,Preschool,5th Grade,Elementary,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
7942,SKINNER MIDDLE SCHOOL,DENVER,CO,80211,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7950,SKYLINE ELEMENTARY SCHOOL,CANON CITY,CO,81212,Kindergarten,5th Grade,Elementary,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
7952,SKYLINE VISTA ELEMENTARY SCHOOL,DENVER,CO,80221,Preschool,5th Grade,Elementary,70,WESTMINSTER 50,"6,001 - 25,000",Denver Metro
7954,SKYLINE HIGH SCHOOL,LONGMONT,CO,80501,9th Grade,12th Grade,Senior,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
7958,SKYVIEW ELEMENTARY SCHOOL,WINDSOR,CO,80550,Preschool,5th Grade,Elementary,3100,WINDSOR RE-4,"1,201 - 6,000",Outlying Town
7960,SKYVIEW MIDDLE SCHOOL,COLORADO SPRINGS,CO,80922,6th Grade,8th Grade,Middle,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
7962,SLATER ELEMENTARY SCHOOL,LAKEWOOD,CO,80215,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
7972,SLAVENS K-8 SCHOOL,DENVER,CO,80210,Preschool,8th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7992,SMILEY MIDDLE SCHOOL,DENVER,CO,80207,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
7994,ESCALANTE MIDDLE SCHOOL,DURANGO,CO,81301,6th Grade,8th Grade,Middle,1520,DURANGO 9-R,"1,201 - 6,000",Outlying City
8006,SMITH ELEMENTARY SCHOOL,DENVER,CO,80207,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8010,SPRINGS RANCH ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80922,Preschool,5th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
8020,SMOKY HILL HIGH SCHOOL,AURORA,CO,80015,9th Grade,12th Grade,Senior,130,CHERRY CREEK 5,"Over 25,000",Denver Metro
8030,SOMERLID ELEMENTARY SCHOOL,PUEBLO,CO,81003,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8032,JOHN W THIMMIG ELEMENTARY SCHOOL,HENDERSON,CO,80640,Kindergarten,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8034,SOARING EAGLES ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80916,Preschool,5th Grade,Elementary,980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
8036,SOBESKY ACADEMY,LAKEWOOD,CO,80215,Kindergarten,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8038,SOPRIS ELEMENTARY SCHOOL,GLENWOOD SPRINGS,CO,81602,Preschool,5th Grade,Elementary,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
8048,SOROCO MIDDLE SCHOOL,OAK CREEK,CO,80467,6th Grade,8th Grade,Middle,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8050,SOROCO HIGH SCHOOL,OAK CREEK,CO,80467,9th Grade,12th Grade,Senior,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8053,SOAR,DENVER,CO,80239,Kindergarten,2nd Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8054,HENRY WORLD SCHOOL GRADES 6-8,DENVER,CO,80227,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8060,SOUTH ELEMENTARY SCHOOL,BRIGHTON,CO,80601,Kindergarten,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8064,MOODY ELEMENTARY SCHOOL,LITTLETON,CO,80120,Preschool,5th Grade,Elementary,140,LITTLETON 6,"6,001 - 25,000",Denver Metro
8078,SOUTH MIDDLE SCHOOL,AURORA,CO,80011,6th Grade,8th Grade,Middle,180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
8082,SOUTH HIGH SCHOOL,PUEBLO,CO,81005,9th Grade,12th Grade,Senior,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8085,WEST DENVER PREP:  FEDERAL CAMPUS,DENVER,CO,80219,6th Grade,8th Grade,Middle,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8086,SOUTH HIGH SCHOOL,DENVER,CO,80210,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8090,DEANE ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8106,SOARING HAWK ELEMENTARY SCHOOL,CASTLE ROCK,CO,80109,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8110,SOUTH MESA ELEMENTARY SCHOOL,PUEBLO,CO,81006,Preschool,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
8114,EDITH TETER ELEMENTARY SCHOOL,FAIRPLAY,CO,80440,Preschool,5th Grade,Elementary,2610,PARK COUNTY RE-2,301 - 600,Rural
8116,SOUTH PARK ELEMENTARY SCHOOL,PUEBLO,CO,81005,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8118,SOUTH PARK HIGH SCHOOL,FAIRPLAY,CO,80440,9th Grade,12th Grade,Senior,2610,PARK COUNTY RE-2,301 - 600,Rural
8119,SOUTH ROUTT EARLY LEARNING CENTER,YAMPA,CO,80483,Preschool,Preschool,Elementary,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8120,SOUTH ROUTT ELEMENTARY SCHOOL,YAMPA,CO,80483,Kindergarten,5th Grade,Elementary,2780,SOUTH ROUTT RE 3,301 - 600,Rural
8122,VENETUCCI ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80911,Kindergarten,5th Grade,Elementary,990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
8126,SOUTH STREET ELEMENTARY SCHOOL,CASTLE ROCK,CO,80104,Kindergarten,6th Grade,Elementary,900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
8130,SOUTHEAST ELEMENTARY SCHOOL,BRIGHTON,CO,80601,Preschool,5th Grade,Elementary,40,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
8132,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,DENVER,CO,80236,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8133,SOUTHWEST OPEN CHARTER SCHOOL,CORTEZ,CO,81321,9th Grade,12th Grade,Senior,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
8135,SOUTHERN HILLS MIDDLE SCHOOL,BOULDER,CO,80305,6th Grade,8th Grade,Middle,480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
8138,SOUTHMOOR ELEMENTARY SCHOOL,DENVER,CO,80237,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8140,SPANGLER ELEMENTARY SCHOOL,LONGMONT,CO,80501,Preschool,5th Grade,Elementary,470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
8143,SPANN ELEMENTARY SCHOOL,PUEBLO,CO,81001,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
8145,SUMMIT ACADEMY,DENVER,CO,80219,9th Grade,12th Grade,Senior,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8160,SPRINGFIELD ELEMENTARY SCHOOL,SPRINGFIELD,CO,81073,Preschool,6th Grade,Elementary,250,SPRINGFIELD RE-4,301 - 600,Outlying Town
8164,SPRINGFIELD JUNIOR HIGH SCHOOL,SPRINGFIELD,CO,81073,7th Grade,8th Grade,Middle,250,SPRINGFIELD RE-4,301 - 600,Outlying Town
8168,SPRINGFIELD HIGH SCHOOL,SPRINGFIELD,CO,81073,9th Grade,12th Grade,Senior,250,SPRINGFIELD RE-4,301 - 600,Outlying Town
8178,SPROUL JUNIOR HIGH SCHOOL,COLORADO SPRINGS,CO,80911,6th Grade,8th Grade,Middle,990,WIDEFIELD 3,"6,001 - 25,000",Urban-Suburban
8208,SODA CREEK ELEMENTARY SCHOOL,STEAMBOAT SPRINGS,CO,80487,Kindergarten,5th Grade,Elementary,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8209,STANDLEY LAKE HIGH SCHOOL,WESTMINSTER,CO,80021,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,STEAMBOAT SPRINGS,CO,80487,6th Grade,8th Grade,Middle,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8211,THE STUDIO SCHOOL,NORTHGLENN,CO,80233,Kindergarten,4th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8212,STEAMBOAT SPRINGS HIGH SCHOOL,STEAMBOAT SPRINGS,CO,80487,9th Grade,12th Grade,Senior,2770,STEAMBOAT SPRINGS RE-2,"1,201 - 6,000",Outlying City
8222,STECK ELEMENTARY SCHOOL,DENVER,CO,80220,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8225,STELLAR ELEMENTARY SCHOOL,THORNTON,CO,80241,Kindergarten,5th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8232,STEDMAN ELEMENTARY SCHOOL,DENVER,CO,80207,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8242,STEELE ELEMENTARY SCHOOL,DENVER,CO,80209,Preschool,5th Grade,Elementary,880,DENVER COUNTY 1,"Over 25,000",Denver Metro
8246,STEELE ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80907,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
8248,STEIN ELEMENTARY SCHOOL,LAKEWOOD,CO,80226,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8256,STERLING MIDDLE SCHOOL,STERLING,CO,80751,6th Grade,8th Grade,Middle,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
8260,STERLING HIGH SCHOOL,STERLING,CO,80751,9th Grade,12th Grade,Senior,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
8266,STETSON ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,80922,Preschool,5th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
8272,STEVENS ELEMENTARY SCHOOL,WHEAT RIDGE,CO,80033,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8274,GRAND VALLEY MIDDLE SCHOOL,PARACHUTE,CO,81635,6th Grade,8th Grade,Middle,1220,GARFIELD 16,601 - 1.200,Rural
8275,STEM SCHOOL,NORTHGLENN,CO,80233,Kindergarten,6th Grade,Elementary,20,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
8276,STOBER ELEMENTARY SCHOOL,LAKEWOOD,CO,80215,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
8280,STONY CREEK ELEMENTARY SCHOOL,LITTLETON,CO,80128,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
