school,district_id,district_name,emh,emh_combined,school_id,achievement_dir,growth_dir,overall_dir
FOSTER ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3088,0.0,0.0,-1.0
LOCHBUIE ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,False,3090,1.0,0.0,0.0
ARAGON ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,3102,-1.0,-1.0,-1.0
FOOTHILLS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,3104,0.0,0.0,0.0
FOSSIL RIDGE HIGH SCHOOL,1550,POUDRE R-1,H,False,3105,0.0,0.0,0.0
FOUNTAIN MIDDLE SCHOOL,1000,FOUNTAIN 8,M,False,3106,1.0,1.0,0.0
MESA ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,False,3108,0.0,0.0,0.0
FOUNTAIN-FORT CARSON HIGH SCHOOL,1000,FOUNTAIN 8,H,False,3110,0.0,0.0,0.0
FOWLER JUNIOR HIGH SCHOOL,2540,FOWLER R-4J,M,False,3130,0.0,0.0,0.0
FOWLER HIGH SCHOOL,2540,FOWLER R-4J,H,False,3134,0.0,0.0,0.0
FOX CREEK ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,3138,0.0,0.0,0.0
FRANCIS M. DAY ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,3144,-1.0,-1.0,0.0
FRANKLIN MIDDLE SCHOOL,3120,GREELEY 6,M,False,3162,0.0,0.0,0.0
FRANKTOWN ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,3172,0.0,0.0,0.0
FREEDOM ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3175,0.0,1.0,1.0
FRASER VALLEY ELEMENTARY SCHOOL,1350,EAST GRAND 2,E,False,3182,0.0,1.0,1.0
FREDERICK ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,3192,0.0,0.0,-1.0
COAL RIDGE MIDDLE SCHOOL,470,ST VRAIN VALLEY RE 1J,M,False,3194,0.0,0.0,0.0
FREDERICK SENIOR HIGH SCHOOL,470,ST VRAIN VALLEY RE 1J,H,False,3196,0.0,0.0,-1.0
FREE HORIZON MONTESSORI CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3201,0.0,1.0,1.0
FREED MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,False,3206,1.0,1.0,1.0
GARDEN PARK HIGH SCHOOL,1140,CANON CITY RE-1,H,False,3211,1.0,0.0,0.0
FREMONT ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3216,0.0,0.0,0.0
FREMONT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3218,0.0,0.0,-1.0
COTOPAXI ELEMENTARY SCHOOL,1160,COTOPAXI RE-3,E,False,3220,-1.0,-1.0,-1.0
FREMONT ELEMENTARY SCHOOL,1150,FREMONT RE-2,E,False,3224,-1.0,-1.0,-1.0
FREMONT MIDDLE SCHOOL,1150,FREMONT RE-2,M,False,3226,0.0,0.0,1.0
COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160,COTOPAXI RE-3,H,False,3228,1.0,0.0,-1.0
COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,1160,COTOPAXI RE-3,M,False,3228,-1.0,0.0,-1.0
FRENCH ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,3234,0.0,0.0,-1.0
FRONTIER HIGH SCHOOL,920,ELIZABETH C-1,H,False,3236,,,1.0
FRONTIER ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,3238,0.0,0.0,0.0
FRONTIER VALLEY ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,3241,0.0,0.0,0.0
FRUITA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,False,3244,1.0,0.0,1.0
FRUITVALE ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,False,3262,0.0,-1.0,-1.0
FULTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,3272,0.0,1.0,1.0
FUTURES ACADEMY,2700,PUEBLO COUNTY 70,H,False,3279,,,0.0
FUTURES ACADEMY,2700,PUEBLO COUNTY 70,M,False,3279,,,
GRAHAM MESA ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,False,3281,0.0,0.0,0.0
GALETON ELEMENTARY SCHOOL,3085,EATON RE-2,E,False,3286,0.0,-1.0,-1.0
GARDEN PLACE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3296,1.0,1.0,1.0
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,E,True,3306,-1.0,-1.0,1.0
GARDNER ELEMENTARY SCHOOL,1390,HUERFANO RE-1,M,True,3306,-1.0,-1.0,1.0
GARFIELD ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,3320,0.0,0.0,0.0
KAPLAN ACADEMY OF COLORADO,1195,GARFIELD RE-2,H,False,3325,1.0,0.0,0.0
GARNET MESA ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,False,3330,1.0,0.0,0.0
ARCHULETA ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3340,1.0,0.0,0.0
GATEWAY SCHOOL,2000,MESA COUNTY VALLEY 51,E,True,3350,,,
GATEWAY SCHOOL,2000,MESA COUNTY VALLEY 51,H,True,3350,,,
GATEWAY SCHOOL,2000,MESA COUNTY VALLEY 51,M,True,3350,,,
GATEWAY HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,False,3354,0.0,0.0,-1.0
GALILEO SCHOOL OF MATH AND SCIENCE,1010,COLORADO SPRINGS 11,M,False,3360,0.0,0.0,0.0
GEORGE WASHINGTON HIGH SCHOOL,880,DENVER COUNTY 1,H,False,3378,0.0,0.0,0.0
GEORGETOWN COMMUNITY SCHOOL,540,CLEAR CREEK RE-1,E,False,3385,-1.0,0.0,-1.0
GOAL GED PREP,8001,CHARTER SCHOOL INSTITUTE,,False,3387,,,
GIBERSON ELEMENTARY SCHOOL,980,HARRISON 2,E,False,3392,1.0,1.0,0.0
GILCREST ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,False,3398,0.0,0.0,1.0
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3426,1.0,1.0,0.0
GILPIN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,True,3426,-1.0,0.0,0.0
GLENNON HEIGHTS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3450,0.0,0.0,0.0
GLENWOOD SPRINGS ELEMENTARY SCHOOL,1180,ROARING FORK RE-1,E,False,3460,0.0,0.0,-1.0
GLENWOOD SPRINGS MIDDLE SCHOOL,1180,ROARING FORK RE-1,M,False,3464,0.0,0.0,0.0
GLENWOOD SPRINGS HIGH SCHOOL,1180,ROARING FORK RE-1,H,False,3468,1.0,1.0,0.0
GLADE PARK COMMUNITY SCHOOL,2000,MESA COUNTY VALLEY 51,,False,3469,,,
GLOBE CHARTER SCHOOL,1010,COLORADO SPRINGS 11,E,False,3470,0.0,0.0,-1.0
GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,E,True,3471,-1.0,1.0,1.0
GLOBAL VILLAGE ACADEMY,180,ADAMS-ARAPAHOE 28J,M,True,3471,,,
GODDARD MIDDLE SCHOOL,140,LITTLETON 6,M,False,3472,0.0,0.0,0.0
GOAL ACADEMY,8001,CHARTER SCHOOL INSTITUTE,H,False,3475,-1.0,0.0,-1.0
GODSMAN ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3478,1.0,1.0,1.0
GOLD CAMP ELEMENTARY SCHOOL,1020,CHEYENNE MOUNTAIN 12,E,False,3482,0.0,0.0,-1.0
GOLD HILL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,3488,,,
HALCYON SCHOOL (SPECIAL EDUCATION),480,BOULDER VALLEY RE 2,H,False,3499,,,0.0
HALCYON SCHOOL (SPECIAL EDUCATION),480,BOULDER VALLEY RE 2,M,False,3499,,,
GOLDEN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,3502,0.0,0.0,0.0
GOLDRICK ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3512,1.0,0.0,1.0
FOX MEADOW MIDDLE SCHOOL,980,HARRISON 2,M,False,3522,1.0,0.0,0.0
GOVERNOR'S RANCH ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3536,0.0,0.0,1.0
BEAR CREEK ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,False,3539,0.0,0.0,0.0
GRANADA ELEMENTARY SCHOOL,2650,GRANADA RE-1,E,False,3542,0.0,0.0,-1.0
GRANADA UNDIVIDED HIGH SCHOOL,2650,GRANADA RE-1,H,True,3546,-1.0,-1.0,-1.0
GRANADA UNDIVIDED HIGH SCHOOL,2650,GRANADA RE-1,M,True,3546,0.0,-1.0,-1.0
GRANBY ELEMENTARY SCHOOL,1350,EAST GRAND 2,E,False,3556,0.0,-1.0,-1.0
GRAND JUNCTION HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,False,3570,0.0,0.0,0.0
GRAND LAKE ELEMENTARY SCHOOL,1350,EAST GRAND 2,E,False,3572,-1.0,0.0,0.0
BEA UNDERWOOD ELEMENTARY SCHOOL,1220,GARFIELD 16,E,False,3578,1.0,,1.0
GRAND MESA HIGH SCHOOL,1990,PLATEAU VALLEY 50,H,False,3582,-1.0,,0.0
GRAND MESA MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,False,3584,0.0,0.0,0.0
GRAND VALLEY HIGH SCHOOL,1220,GARFIELD 16,H,False,3586,0.0,1.0,1.0
GRANDVIEW HIGH SCHOOL,130,CHERRY CREEK 5,H,False,3589,0.0,0.0,-1.0
GRANT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3592,-1.0,0.0,0.0
GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,3600,1.0,0.0,0.0
L.W. ST. JOHN ELEMENTARY SCHOOL,1220,GARFIELD 16,E,False,3603,0.0,0.0,0.0
GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,E,True,3605,0.0,1.0,1.0
GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,M,True,3605,0.0,0.0,1.0
GREELEY CENTRAL HIGH SCHOOL,3120,GREELEY 6,H,False,3610,-1.0,-1.0,-1.0
GREELEY WEST HIGH SCHOOL,3120,GREELEY 6,H,False,3614,0.0,0.0,0.0
GREEN ACRES ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,False,3620,0.0,0.0,1.0
GREEN GABLES ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3622,0.0,1.0,1.0
GREEN MOUNTAIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3624,1.0,0.0,0.0
GREEN MOUNTAIN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,3628,0.0,1.0,1.0
GREENLEE K-8 SCHOOL,880,DENVER COUNTY 1,E,False,3638,,,
GREENLEE K-8 SCHOOL,880,DENVER COUNTY 1,M,False,3638,,,
GIRLS ATHLETIC LEADERSHIP SCHOOL,880,DENVER COUNTY 1,,False,3639,,,
GREEN VALLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3641,0.0,1.0,1.0
GREENWOOD ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,True,3647,-1.0,0.0,-1.0
GREENWOOD ELEMENTARY SCHOOL,880,DENVER COUNTY 1,M,True,3647,1.0,0.0,-1.0
GREENWOOD ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,3648,0.0,0.0,1.0
GREENLEE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,,False,3655,,,
PAWNEE ELEMENTARY SCHOOL,3148,PAWNEE RE-12,E,False,3672,-1.0,-1.0,1.0
GUFFEY CHARTER SCHOOL,2610,PARK COUNTY RE-2,E,False,3681,,,
GUFFEY CHARTER SCHOOL,2610,PARK COUNTY RE-2,M,False,3681,,,
GUNNISON ELEMENTARY SCHOOL,1360,GUNNISON WATERSHED RE1J,E,False,3690,0.0,1.0,0.0
GUNNISON HIGH SCHOOL,1360,GUNNISON WATERSHED RE1J,H,False,3694,0.0,0.0,0.0
GUNNISON MIDDLE SCHOOL,1360,GUNNISON WATERSHED RE1J,M,False,3697,1.0,1.0,1.0
GUNNISON VALLEY SCHOOL,1360,GUNNISON WATERSHED RE1J,H,False,3701,,,-1.0
GUST ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3704,0.0,0.0,0.0
GYPSUM ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,False,3710,1.0,0.0,1.0
HAAFF ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,3724,0.0,-1.0,-1.0
HACKBERRY HILL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,3726,0.0,0.0,1.0
HAMILTON MIDDLE SCHOOL,880,DENVER COUNTY 1,M,False,3746,0.0,0.0,0.0
HANOVER ELEMENTARY SCHOOL,1070,HANOVER 28,E,False,3754,,,
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,H,False,3758,-1.0,0.0,0.0
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,M,False,3758,-1.0,-1.0,-1.0
CENTENNIAL HIGH SCHOOL,1550,POUDRE R-1,H,False,3760,,,1.0
HARRINGTON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,3778,0.0,0.0,0.0
HARRIS BILINGUAL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,3787,1.0,0.0,0.0
LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,1550,POUDRE R-1,E,False,3791,-1.0,0.0,0.0
HARRIS PARK ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,False,3792,-1.0,0.0,-1.0
HARRISON SCHOOL,1140,CANON CITY RE-1,E,False,3802,0.0,1.0,1.0
HARRISON SCHOOL,1140,CANON CITY RE-1,M,False,3802,0.0,0.0,0.0
HARRISON HIGH SCHOOL,980,HARRISON 2,H,False,3806,1.0,0.0,0.0
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,E,True,3846,0.0,0.0,0.0
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,M,True,3846,0.0,0.0,0.0
HAXTUN HIGH SCHOOL,2630,HAXTUN RE-2J,H,False,3850,0.0,1.0,1.0
HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,False,3860,-1.0,-1.0,-1.0
HAYDEN HIGH SCHOOL,2760,HAYDEN RE-1,H,False,3862,-1.0,0.0,0.0
HEATH MIDDLE SCHOOL,3120,GREELEY 6,M,False,3880,0.0,0.0,0.0
HEATHERWOOD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,3882,0.0,0.0,1.0
HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3890,0.0,0.0,0.0
HENDERSON ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,False,3900,0.0,-1.0,-1.0
HENRY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,3920,1.0,-1.0,-1.0
HERITAGE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,3924,1.0,1.0,1.0
HERITAGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,3926,0.0,0.0,0.0
HERITAGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,3928,0.0,0.0,0.0
HERITAGE HIGH SCHOOL,140,LITTLETON 6,H,False,3930,0.0,0.0,0.0
HIDDEN LAKE HIGH SCHOOL,70,WESTMINSTER 50,H,False,3931,-1.0,-1.0,0.0
HIGH PEAKS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,3940,0.0,0.0,0.0
HIGHLAND ELEMENTARY SCHOOL,140,LITTLETON 6,E,False,3950,0.0,0.0,0.0
HIGHLAND ELEMENTARY SCHOOL,3145,AULT-HIGHLAND RE-9,E,False,3958,0.0,0.0,1.0
HIGHLAND MIDDLE SCHOOL,3145,AULT-HIGHLAND RE-9,M,False,3961,0.0,0.0,0.0
HIGHLAND HIGH SCHOOL,3145,AULT-HIGHLAND RE-9,H,False,3962,0.0,0.0,0.0
HIGHLAND ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,False,3967,1.0,1.0,1.0
HIGHLAND PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,3976,-1.0,0.0,0.0
HIGHLANDS RANCH HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,3980,1.0,1.0,1.0
HIGH PLAINS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,False,3985,-1.0,0.0,-1.0
HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,True,3987,0.0,0.0,0.0
HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,True,3987,1.0,0.0,0.0
HIGHLINE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,3988,1.0,0.0,-1.0
HILL CAMPUS OF ARTS AND SCIENCES,880,DENVER COUNTY 1,M,False,3990,1.0,0.0,0.0
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,E,False,3995,1.0,1.0,0.0
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,H,False,3995,0.0,0.0,0.0
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,M,False,3995,0.0,1.0,0.0
HILLCREST ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,4000,0.0,0.0,-1.0
HINKLEY HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,False,4024,0.0,0.0,0.0
HOEHNE ELEMENTARY SCHOOL,1600,HOEHNE REORGANIZED 3,E,False,4044,0.0,0.0,0.0
HOEHNE JUNIOR HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,M,False,4045,0.0,0.0,-1.0
HOEHNE HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,H,False,4048,-1.0,0.0,0.0
HOLLY HIGH SCHOOL,2670,HOLLY RE-3,H,False,4058,1.0,0.0,1.0
HOLLY HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,4062,1.0,1.0,1.0
HOLLY JUNIOR HIGH SCHOOL,2670,HOLLY RE-3,M,False,4069,0.0,0.0,-1.0
HOLMES MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,4070,0.0,0.0,0.0
HOLM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,4074,0.0,0.0,0.0
HOLYOKE ELEMENTARY SCHOOL,2620,HOLYOKE RE-1J,E,False,4076,-1.0,-1.0,-1.0
HOMESTEAD ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,4078,0.0,0.0,1.0
HOLYOKE JUNIOR HIGH SCHOOL,2620,HOLYOKE RE-1J,M,False,4079,0.0,0.0,0.0
HOLYOKE SENIOR HIGH SCHOOL,2620,HOLYOKE RE-1J,H,False,4080,0.0,0.0,0.0
HORIZONS EXPLORATORY ACADEMY,500,SALIDA R-32,H,False,4085,,,
MANN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,4090,0.0,0.0,0.0
HORIZON MIDDLE SCHOOL,130,CHERRY CREEK 5,M,False,4100,0.0,0.0,-1.0
HORIZON MIDDLE SCHOOL,1110,FALCON 49,M,False,4102,0.0,0.0,0.0
HORIZON HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,False,4108,0.0,0.0,0.0
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,True,4124,0.0,0.0,0.0
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,True,4124,1.0,0.0,0.0
HOTCHKISS HIGH SCHOOL,870,DELTA COUNTY 50(J),H,False,4128,0.0,0.0,0.0
HOWBERT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,4138,-1.0,0.0,-1.0
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,E,True,4140,1.0,0.0,1.0
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,M,True,4140,1.0,1.0,1.0
HUDSON ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,False,4148,0.0,0.0,0.0
GENOA-HUGO ELEMENTARY SCHOOL,1780,GENOA-HUGO C113,E,False,4158,-1.0,0.0,-1.0
GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,False,4160,1.0,0.0,1.0
HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,1390,HUERFANO RE-1,H,False,4161,,,0.0
GENOA-HUGO SENIOR HIGH SCHOOL,1780,GENOA-HUGO C113,H,False,4162,-1.0,0.0,0.0
HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,False,4172,0.0,0.0,0.0
HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,4172,0.0,1.0,1.0
IGNACIO ACADEMY,1540,IGNACIO 11 JT,H,False,4179,,,
CEDAREDGE ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,False,4182,0.0,0.0,0.0
SILVER HILLS MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,False,4187,0.0,-1.0,-1.0
HUTCHINSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4190,0.0,-1.0,-1.0
HYGIENE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,4202,0.0,1.0,0.0
CARLSON ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,False,4212,0.0,1.0,1.0
CLEAR CREEK HIGH SCHOOL,540,CLEAR CREEK RE-1,H,False,4216,0.0,1.0,0.0
IDALIA ELEMENTARY SCHOOL,3220,IDALIA RJ-3,E,False,4227,-1.0,0.0,-1.0
IDALIA JUNIOR-SENIOR HIGH SCHOOL,3220,IDALIA RJ-3,H,False,4231,0.0,0.0,0.0
IDALIA JUNIOR-SENIOR HIGH SCHOOL,3220,IDALIA RJ-3,M,False,4231,,,
IGNACIO ELEMENTARY SCHOOL,1540,IGNACIO 11 JT,E,False,4250,0.0,,-1.0
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,E,False,4251,0.0,0.0,0.0
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,M,False,4251,0.0,0.0,0.0
IGNACIO INTERMEDIATE SCHOOL,1540,IGNACIO 11 JT,E,False,4252,-1.0,-1.0,-1.0
IGNACIO JUNIOR HIGH SCHOOL,1540,IGNACIO 11 JT,M,False,4254,1.0,0.0,1.0
IGNACIO HIGH SCHOOL,1540,IGNACIO 11 JT,H,False,4258,-1.0,0.0,0.0
IOWA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4270,-1.0,-1.0,-1.0
LEGEND HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,False,4271,0.0,0.0,0.0
INDEPENDENCE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,4276,0.0,0.0,-1.0
INDIAN PEAKS CHARTER SCHOOL,1350,EAST GRAND 2,E,False,4277,,,
INDIAN PEAKS CHARTER SCHOOL,1350,EAST GRAND 2,M,False,4277,-1.0,-1.0,-1.0
INDIAN PEAKS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,False,4278,-1.0,0.0,0.0
INDIAN RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,False,4280,0.0,0.0,0.0
IRISH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,4282,0.0,0.0,1.0
IRON HORSE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,False,4292,0.0,0.0,0.0
IRVING ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,False,4302,-1.0,-1.0,0.0
AVERY/PARSONS ELEMENTARY SCHOOL,490,BUENA VISTA R-31,E,False,4306,0.0,1.0,0.0
NEWTON MIDDLE SCHOOL,140,LITTLETON 6,M,False,4316,0.0,0.0,0.0
IVER C. RANUM HIGH SCHOOL,70,WESTMINSTER 50,H,False,4326,,,
IVY STOCKWELL ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,False,4332,1.0,1.0,0.0
IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,E,True,4333,1.0,1.0,0.0
IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,M,True,4333,0.0,0.0,0.0
TALBOTT ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,False,4346,0.0,-1.0,-1.0
JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,False,4356,0.0,1.0,1.0
JACKSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,False,4358,0.0,0.0,0.0
INSIGHT SCHOOL OF COLORADO AT JULESBURG,2862,JULESBURG RE-1,H,False,4369,0.0,1.0,0.0
JAMES H RISLEY MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,False,4376,-1.0,0.0,0.0
JAMES IRWIN CHARTER HIGH SCHOOL,980,HARRISON 2,H,False,4378,0.0,0.0,0.0
JAMES IRWIN CHARTER MIDDLE SCHOOL,980,HARRISON 2,M,False,4379,0.0,0.0,0.0
JAMES IRWIN CHARTER ELEMENTARY SCHOOL,980,HARRISON 2,E,False,4380,1.0,0.0,0.0
JAMESTOWN ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,False,4386,,,
JANITELL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,False,4394,0.0,0.0,-1.0
JEFFERSON ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,False,4402,0.0,0.0,-1.0
JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,False,4404,0.0,0.0,-1.0
JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,1420,JEFFERSON COUNTY R-1,H,False,4408,,,
JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,1420,JEFFERSON COUNTY R-1,M,False,4408,,,
JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,4410,0.0,0.0,0.0
JEFFERSON MIDDLE SCHOOL,2530,ROCKY FORD R-2,M,False,4418,,,
JEFFERSON HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,False,4422,1.0,0.0,0.0
JENKINS MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,False,4424,0.0,0.0,0.0
JEFFERSON HIGH SCHOOL,3120,GREELEY 6,,False,4425,,,
JEWELL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,False,4426,0.0,-1.0,-1.0
JOHN EVANS MIDDLE SCHOOL,3120,GREELEY 6,M,False,4438,0.0,0.0,0.0
JOHN F KENNEDY HIGH SCHOOL,880,DENVER COUNTY 1,H,False,4444,0.0,0.0,0.0
JOHN WESLEY POWELL MIDDLE SCHOOL,140,LITTLETON 6,M,False,4447,0.0,0.0,0.0
JOHNSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,False,4450,1.0,1.0,1.0
JOHNSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,False,4456,-1.0,0.0,0.0
