school,district_id,district_name,EMH,EMH_combined,school_id,achievement_dir,growth_dir,overall_dir,emh
GRANT MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,3600,flat,flat,flat,M
L.W. ST. JOHN ELEMENTARY SCHOOL,1220,GARFIELD 16,E,,3603,flat,down,down,E
GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,E,,3605,flat,down,down,E
GRANT RANCH K-8 SCHOOL,880,DENVER COUNTY 1,M,,3605,flat,flat,flat,M
GREELEY CENTRAL HIGH SCHOOL,3120,GREELEY 6,H,,3610,down,flat,flat,H
GREELEY WEST HIGH SCHOOL,3120,GREELEY 6,H,,3614,down,flat,flat,H
GREEN ACRES ELEMENTARY SCHOOL,2405,FORT MORGAN RE-3,E,,3620,flat,flat,flat,E
GREEN GABLES ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3622,flat,up,flat,E
GREEN MOUNTAIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3624,flat,down,down,E
GREEN MOUNTAIN HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,3628,down,down,flat,H
GIRLS ATHLETIC LEADERSHIP SCHOOL,880,DENVER COUNTY 1,M,,3639,flat,flat,flat,M
GREEN VALLEY ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3641,up,up,up,E
GREENWOOD ECE-8,880,DENVER COUNTY 1,E,,3647,down,up,up,E
GREENWOOD ECE-8,880,DENVER COUNTY 1,M,,3647,up,flat,flat,M
GREENWOOD ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,3648,flat,up,up,E
GREENLEE ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3655,flat,flat,flat,E
PAWNEE ELEMENTARY SCHOOL,3148,PAWNEE RE-12,E,,3672,down,down,down,E
GUNNISON ELEMENTARY SCHOOL,1360,GUNNISON WATERSHED RE1J,E,,3690,flat,flat,up,E
GUNNISON HIGH SCHOOL,1360,GUNNISON WATERSHED RE1J,H,,3694,flat,flat,flat,H
GUNNISON MIDDLE SCHOOL,1360,GUNNISON WATERSHED RE1J,M,,3697,flat,flat,flat,M
GUST ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3704,up,flat,flat,E
GYPSUM ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,3710,up,down,down,E
HAAFF ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,3724,down,down,down,E
HACKBERRY HILL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,3726,flat,flat,flat,E
HAMILTON MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,3746,flat,flat,flat,M
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,E,,3758,flat,flat,flat,E
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,H,,3758,up,flat,up,H
HANOVER JUNIOR-SENIOR HIGH SCHOOL,1070,HANOVER 28,M,,3758,down,up,up,M
CENTENNIAL HIGH SCHOOL,1550,POUDRE R-1,H,,3760,down,,up,H
HARRINGTON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,3778,flat,up,up,E
HARRIS BILINGUAL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,3787,up,flat,flat,E
LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,1550,POUDRE R-1,E,,3791,down,down,down,E
HARRIS PARK ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,3792,up,up,up,E
HARRISON SCHOOL,1140,CANON CITY RE-1,E,,3802,flat,down,down,E
HARRISON SCHOOL,1140,CANON CITY RE-1,M,,3802,flat,down,down,M
HARRISON HIGH SCHOOL,980,HARRISON 2,H,,3806,flat,flat,up,H
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,E,,3846,flat,flat,flat,E
HAXTUN ELEMENTARY SCHOOL,2630,HAXTUN RE-2J,M,,3846,flat,flat,flat,M
HAXTUN HIGH SCHOOL,2630,HAXTUN RE-2J,H,,3850,flat,flat,flat,H
HAYDEN MIDDLE SCHOOL,2760,HAYDEN RE-1,M,,3860,up,up,up,M
HAYDEN HIGH SCHOOL,2760,HAYDEN RE-1,H,,3862,down,flat,flat,H
HEATH MIDDLE SCHOOL,3120,GREELEY 6,M,,3880,down,down,down,M
HEATHERWOOD ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,3882,flat,up,flat,E
HUNT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3890,down,up,flat,E
HENDERSON ELEMENTARY SCHOOL,40,BRIGHTON 27J,E,,3900,down,down,flat,E
HENRY ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,3920,flat,down,flat,E
HERITAGE ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,3924,up,up,up,E
HERITAGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,3926,flat,flat,flat,E
HERITAGE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,3928,flat,flat,up,E
HERITAGE HIGH SCHOOL,140,LITTLETON 6,H,,3930,flat,flat,flat,H
HIDDEN LAKE HIGH SCHOOL,70,WESTMINSTER 50,H,,3931,up,up,up,H
HIGH PEAKS ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,3940,flat,down,flat,E
HIGHLAND ELEMENTARY SCHOOL,140,LITTLETON 6,E,,3950,flat,flat,flat,E
HIGHLAND ELEMENTARY SCHOOL,3145,AULT-HIGHLAND RE-9,E,,3958,flat,down,down,E
HIGHLAND MIDDLE SCHOOL,3145,AULT-HIGHLAND RE-9,M,,3961,up,up,up,M
HIGHLAND HIGH SCHOOL,3145,AULT-HIGHLAND RE-9,H,,3962,flat,flat,flat,H
HIGHLAND ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,3967,up,flat,up,E
HIGHLAND PARK ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,3976,down,up,up,E
HIGHLANDS RANCH HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,3980,flat,up,flat,H
HIGH PLAINS ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,3985,down,down,down,E
HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,E,,3987,flat,down,down,E
HIGHLINE ACADEMY CHARTER SCHOOL,880,DENVER COUNTY 1,M,,3987,up,flat,up,M
HIGHLINE COMMUNITY ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,3988,flat,flat,flat,E
HILL CAMPUS OF ARTS AND SCIENCES,880,DENVER COUNTY 1,M,,3990,flat,flat,flat,M
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,E,,3995,flat,flat,flat,E
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,H,,3995,flat,up,flat,H
HOPE ON-LINE,900,DOUGLAS COUNTY RE 1,M,,3995,up,up,up,M
HILLCREST ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,4000,flat,down,down,E
HINKLEY HIGH SCHOOL,180,ADAMS-ARAPAHOE 28J,H,,4024,flat,flat,up,H
HOEHNE ELEMENTARY SCHOOL,1600,HOEHNE REORGANIZED 3,E,,4044,down,down,down,E
HOEHNE JUNIOR HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,M,,4045,up,down,flat,M
HOEHNE HIGH SCHOOL,1600,HOEHNE REORGANIZED 3,H,,4048,flat,flat,flat,H
HOLLY HIGH SCHOOL,2670,HOLLY RE-3,H,,4058,down,up,flat,H
HOLLY HILLS ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4062,up,flat,up,E
HOLLY JUNIOR HIGH SCHOOL,2670,HOLLY RE-3,M,,4069,flat,down,down,M
HOLMES MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4070,flat,flat,flat,M
HOLM ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4074,flat,down,flat,E
HOLYOKE ELEMENTARY SCHOOL,2620,HOLYOKE RE-1J,E,,4076,up,up,up,E
HOMESTEAD ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4078,flat,flat,flat,E
HOLYOKE SENIOR HIGH SCHOOL,2620,HOLYOKE RE-1J,H,,4080,down,up,flat,H
HORIZONS EXPLORATORY ACADEMY,500,SALIDA R-32,H,,4085,,,flat,H
MANN MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4090,flat,down,down,M
HORIZON MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,4100,flat,flat,flat,M
HORIZON MIDDLE SCHOOL,1110,FALCON 49,M,,4102,flat,flat,flat,M
HORIZON HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,4108,flat,flat,flat,H
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,4124,up,down,flat,E
HOTCHKISS ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),M,,4124,flat,flat,down,M
HOTCHKISS HIGH SCHOOL,870,DELTA COUNTY 50(J),H,,4128,up,up,flat,H
HOWBERT ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,4138,down,flat,flat,E
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,E,,4140,up,flat,flat,E
HOWELL K-8 SCHOOL,880,DENVER COUNTY 1,M,,4140,flat,flat,flat,M
HUDSON ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,,4148,flat,flat,flat,E
GENOA-HUGO ELEMENTARY SCHOOL,1780,GENOA-HUGO C113,E,,4158,up,,up,E
GENOA-HUGO MIDDLE SCHOOL,1780,GENOA-HUGO C113,M,,4160,up,flat,up,M
GENOA-HUGO SENIOR HIGH SCHOOL,1780,GENOA-HUGO C113,H,,4162,down,,up,H
HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,4172,flat,flat,flat,E
HULSTROM OPTIONS K-8 SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,4172,flat,flat,flat,M
CEDAREDGE ELEMENTARY SCHOOL,870,DELTA COUNTY 50(J),E,,4182,up,flat,flat,E
SILVER HILLS MIDDLE SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,M,,4187,flat,flat,flat,M
HUTCHINSON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4190,flat,flat,flat,E
HYGIENE ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,4202,flat,flat,flat,E
CARLSON ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,,4212,flat,up,flat,E
CLEAR CREEK HIGH SCHOOL,540,CLEAR CREEK RE-1,H,,4216,down,down,down,H
IDALIA ELEMENTARY SCHOOL,3220,IDALIA RJ-3,E,,4227,up,up,up,E
IDALIA JUNIOR-SENIOR HIGH SCHOOL,3220,IDALIA RJ-3,H,,4231,,,up,H
IDALIA JUNIOR-SENIOR HIGH SCHOOL,3220,IDALIA RJ-3,M,,4231,flat,,down,M
IGNACIO ELEMENTARY SCHOOL,1540,IGNACIO 11 JT,E,,4250,flat,,flat,E
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,E,,4251,flat,flat,flat,E
THE IMAGINE CLASSICAL ACADEMY AT INDIGO RANCH,1110,FALCON 49,M,,4251,down,down,down,M
IGNACIO INTERMEDIATE SCHOOL,1540,IGNACIO 11 JT,E,,4252,flat,up,flat,E
IGNACIO JUNIOR HIGH SCHOOL,1540,IGNACIO 11 JT,M,,4254,up,down,down,M
IGNACIO HIGH SCHOOL,1540,IGNACIO 11 JT,H,,4258,flat,up,flat,H
IOWA ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4270,down,flat,flat,E
LEGEND HIGH SCHOOL,900,DOUGLAS COUNTY RE 1,H,,4271,down,flat,flat,H
INDEPENDENCE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4276,up,flat,flat,E
INDIAN PEAKS CHARTER SCHOOL,1350,EAST GRAND 2,M,,4277,down,,down,M
INDIAN PEAKS ELEMENTARY SCHOOL,470,ST VRAIN VALLEY RE 1J,E,,4278,flat,up,up,E
INDIAN RIDGE ELEMENTARY SCHOOL,130,CHERRY CREEK 5,E,,4280,flat,up,flat,E
IRISH ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,4282,down,flat,flat,E
IRON HORSE ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,4292,flat,flat,flat,E
IRVING ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,4302,up,up,up,E
AVERY/PARSONS ELEMENTARY SCHOOL,490,BUENA VISTA R-31,E,,4306,up,flat,flat,E
NEWTON MIDDLE SCHOOL,140,LITTLETON 6,M,,4316,flat,flat,flat,M
IVY STOCKWELL ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,4332,flat,flat,flat,E
IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,E,,4333,up,up,up,E
IMAGINE CHARTER,470,ST VRAIN VALLEY RE 1J,M,,4333,flat,flat,flat,M
TALBOTT ELEMENTARY SCHOOL,990,WIDEFIELD 3,E,,4346,down,down,down,E
JACKSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,4356,flat,up,up,E
JACKSON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,4358,flat,flat,flat,E
INSIGHT SCHOOL OF COLORADO AT JULESBURG,2862,JULESBURG RE-1,H,,4369,down,flat,down,H
JAMES H RISLEY MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,4376,down,down,flat,M
JAMES IRWIN CHARTER HIGH SCHOOL,980,HARRISON 2,H,,4378,down,down,flat,H
JAMES IRWIN CHARTER MIDDLE SCHOOL,980,HARRISON 2,M,,4379,flat,down,down,M
JAMES IRWIN CHARTER ELEMENTARY SCHOOL,980,HARRISON 2,E,,4380,flat,down,down,E
JANITELL JUNIOR HIGH SCHOOL,990,WIDEFIELD 3,M,,4394,flat,down,down,M
JEFFERSON ACADEMY CHARTER SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4402,flat,flat,flat,E
JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,M,,4404,up,up,up,M
JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,1420,JEFFERSON COUNTY R-1,A,MH,4408,,,down,A
JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,1420,JEFFERSON COUNTY R-1,H,,4408,flat,,down,H
JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4410,flat,flat,flat,H
JEFFERSON HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4422,down,flat,up,H
JENKINS MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,4424,flat,down,flat,M
JEFFERSON HIGH SCHOOL,3120,GREELEY 6,H,,4425,flat,flat,flat,H
JEWELL ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4426,flat,down,down,E
JOHN EVANS MIDDLE SCHOOL,3120,GREELEY 6,M,,4438,up,flat,flat,M
JOHN F KENNEDY HIGH SCHOOL,880,DENVER COUNTY 1,H,,4444,flat,flat,down,H
JOHN WESLEY POWELL MIDDLE SCHOOL,140,LITTLETON 6,M,,4447,flat,flat,flat,M
JOHNSON ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4450,down,down,down,E
JOHNSON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,4456,flat,flat,flat,E
JOHNSON ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,4458,flat,flat,flat,E
JOSEPHINE HODGKINS ELEMENTARY SCHOOL,70,WESTMINSTER 50,E,,4465,up,up,up,E
JORDAHL ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,4474,flat,down,down,E
SHERIDAN GREEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4478,flat,flat,flat,E
JULESBURG ELEMENTARY SCHOOL,2862,JULESBURG RE-1,E,,4488,flat,down,down,E
JULESBURG HIGH SCHOOL,2862,JULESBURG RE-1,H,,4492,flat,down,flat,H
JULESBURG HIGH SCHOOL,2862,JULESBURG RE-1,M,,4492,flat,down,down,M
JUSTICE HIGH SCHOOL DENVER,880,DENVER COUNTY 1,H,,4494,down,,down,H
JUSTICE HIGH CHARTER SCHOOL,480,BOULDER VALLEY RE 2,A,MH,4496,,,up,A
JUSTICE HIGH CHARTER SCHOOL,480,BOULDER VALLEY RE 2,H,,4496,,,up,H
KAISER ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4498,flat,flat,up,E
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,E,,4504,down,,up,E
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,H,,4504,down,flat,down,H
KARVAL ONLINE EDUCATION,1810,KARVAL RE-23,M,,4504,down,up,up,M
KARVAL JUNIOR-SENIOR HIGH SCHOOL,1810,KARVAL RE-23,H,,4506,,,flat,H
KATHRYN SENOR ELEMENTARY SCHOOL,1195,GARFIELD RE-2,E,,4510,up,up,up,E
KEARNEY MIDDLE SCHOOL,30,ADAMS COUNTY 14,M,,4516,down,down,down,M
HOFF ELEMENTARY SCHOOL,3090,KEENESBURG RE-3(J),E,,4526,up,up,up,E
KELLER ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,4530,flat,up,up,E
KEMP ELEMENTARY SCHOOL,30,ADAMS COUNTY 14,E,,4536,flat,down,flat,E
KEMPER ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,4546,flat,up,flat,E
KEN CARYL MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,4548,flat,down,down,M
KENDALLVUE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4549,flat,up,up,E
KENDRICK LAKES ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4550,flat,flat,flat,E
KENTON ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4646,down,down,flat,E
KEPNER MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,4656,flat,flat,flat,M
PLATTE VALLEY HIGH SCHOOL,3130,PLATTE VALLEY RE-7,H,,4670,flat,flat,flat,H
SALIDA MIDDLE SCHOOL,500,SALIDA R-32,E,,4680,up,up,up,E
SALIDA MIDDLE SCHOOL,500,SALIDA R-32,M,,4680,up,up,up,M
RAY E KILMER ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,4686,flat,flat,flat,E
KIM ELEMENTARY SCHOOL,1760,KIM REORGANIZED 88,E,,4690,up,,flat,E
KIM UNDIVIDED HIGH SCHOOL,1760,KIM REORGANIZED 88,H,,4694,,,down,H
KINARD CORE KNOWLEDGE MIDDLE SCHOOL,1550,POUDRE R-1,M,,4698,flat,flat,flat,M
THE NEW AMERICA SCHOOL,10,MAPLETON 1,H,,4699,flat,flat,flat,H
KING-MURPHY ELEMENTARY SCHOOL,540,CLEAR CREEK RE-1,E,,4700,flat,down,down,E
KIOWA ELEMENTARY SCHOOL,930,KIOWA C-2,E,,4724,flat,up,up,E
KIOWA MIDDLE SCHOOL,930,KIOWA C-2,M,,4726,up,flat,flat,M
KIOWA HIGH SCHOOL,930,KIOWA C-2,H,,4728,flat,flat,flat,H
KIPP DENVER COLLEGIATE HIGH SCHOOL,880,DENVER COUNTY 1,H,,4730,down,flat,flat,H
KIPP SUNSHINE PEAK ACADEMY,880,DENVER COUNTY 1,E,,4732,flat,flat,flat,E
KIPP SUNSHINE PEAK ACADEMY,880,DENVER COUNTY 1,M,,4732,up,up,flat,M
KIT CARSON ELEMENTARY SCHOOL,510,KIT CARSON R-1,E,,4738,flat,,flat,E
KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510,KIT CARSON R-1,H,,4742,down,,up,H
KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,510,KIT CARSON R-1,M,,4742,up,,up,M
KNAPP ELEMENTARY SCHOOL,880,DENVER COUNTY 1,E,,4762,up,flat,down,E
HALLETT FUNDAMENTAL ACADEMY,880,DENVER COUNTY 1,E,,4782,up,up,up,E
KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,4785,flat,flat,flat,E
KNOWLEDGE QUEST ACADEMY,3110,JOHNSTOWN-MILLIKEN RE-5J,M,,4785,up,up,up,M
KOHL ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,4792,flat,flat,flat,E
KRUSE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,4793,flat,flat,flat,E
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,E,,4795,flat,up,up,E
KUNSMILLER CREATIVE ARTS ACADEMY,880,DENVER COUNTY 1,M,,4795,up,flat,flat,M
CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,1420,JEFFERSON COUNTY R-1,A,MH,4798,,,up,A
CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,1420,JEFFERSON COUNTY R-1,H,,4798,,,up,H
KULLERSTRAND ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4802,up,down,down,E
KYFFIN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,4830,up,up,up,E
LA JARA ELEMENTARY SCHOOL,550,NORTH CONEJOS RE-1J,E,,4836,down,down,down,E
LA JARA SECOND CHANCE SCHOOL,550,NORTH CONEJOS RE-1J,A,MH,4837,,,down,A
LA JARA SECOND CHANCE SCHOOL,550,NORTH CONEJOS RE-1J,H,,4837,,,down,H
JUNE CREEK ELEMENTARY SCHOOL,910,EAGLE COUNTY RE 50,E,,4838,up,flat,flat,E
LA JUNTA INTERMEDIATE SCHOOL,2520,EAST OTERO R-1,E,,4841,flat,flat,flat,E
PETE MIRICH ELEMENTARY SCHOOL,3080,WELD COUNTY RE-1,E,,4852,flat,down,down,E
NORTH VALLEY MIDDLE SCHOOL,3080,WELD COUNTY RE-1,M,,4854,down,flat,down,M
LA VETA ELEMENTARY SCHOOL,1400,LA VETA RE-2,E,,4860,flat,flat,flat,E
LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400,LA VETA RE-2,H,,4864,down,up,flat,H
LA VETA JUNIOR-SENIOR HIGH SCHOOL,1400,LA VETA RE-2,M,,4864,up,up,up,M
LAFAYETTE ELEMENTARY SCHOOL,480,BOULDER VALLEY RE 2,E,,4874,flat,down,flat,E
ANGEVINE MIDDLE SCHOOL,480,BOULDER VALLEY RE 2,M,,4878,flat,up,up,M
LAKE CITY COMMUNITY SCHOOL,1380,HINSDALE COUNTY RE 1,E,,4899,up,,up,E
LAKE CITY COMMUNITY SCHOOL,1380,HINSDALE COUNTY RE 1,H,,4899,,,flat,H
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,E,,4901,flat,down,flat,E
LAKE COUNTY MIDDLE SCHOOL,1510,LAKE COUNTY R-1,M,,4901,flat,down,down,M
LAKE COUNTY HIGH SCHOOL,1510,LAKE COUNTY R-1,H,,4904,up,flat,flat,H
LAKE GEORGE CHARTER SCHOOL,2610,PARK COUNTY RE-2,E,,4908,flat,,up,E
LAKE MIDDLE SCHOOL,880,DENVER COUNTY 1,M,,4910,up,up,up,M
LAKEWOOD HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,4942,flat,down,flat,H
LANDMARK ACADEMY AT REUNION,40,BRIGHTON 27J,E,,4950,flat,flat,flat,E
LANDMARK ACADEMY AT REUNION,40,BRIGHTON 27J,M,,4950,flat,down,flat,M
LAMAR MIDDLE SCHOOL,2660,LAMAR RE-2,M,,4956,up,flat,up,M
LAMAR HIGH SCHOOL,2660,LAMAR RE-2,H,,4960,up,up,up,H
LANSING ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4970,flat,down,down,E
LAREDO ELEMENTARY SCHOOL,180,ADAMS-ARAPAHOE 28J,E,,4973,flat,up,up,E
LAREDO MIDDLE SCHOOL,130,CHERRY CREEK 5,M,,4975,flat,down,down,M
LARKSPUR ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,4980,flat,flat,flat,E
LAS ANIMAS MIDDLE SCHOOL,290,LAS ANIMAS RE-1,M,,4986,down,down,down,M
LAS ANIMAS HIGH SCHOOL,290,LAS ANIMAS RE-1,H,,4990,flat,down,down,H
LASLEY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5004,flat,up,up,E
LAUREL ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5014,flat,down,down,E
LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,H,,5015,flat,flat,flat,H
LA JUNTA JR/SR HIGH SCHOOL,2520,EAST OTERO R-1,M,,5015,flat,flat,flat,M
LAURENE EDMONDSON ELEMENTARY SCHOOL,1560,THOMPSON R2-J,E,,5018,up,up,up,E
LAWRENCE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5024,up,flat,flat,E
JAMES MADISON CHARTER ACADEMY SCHOOL,990,WIDEFIELD 3,E,,5033,up,flat,up,E
LEAWOOD ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5036,flat,down,flat,E
LEGACY HIGH SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,H,,5043,flat,flat,flat,H
LEGACY POINT ELEMENTARY SCHOOL,900,DOUGLAS COUNTY RE 1,E,,5045,flat,down,flat,E
LEMUEL PITTS MIDDLE SCHOOL,2690,PUEBLO CITY 60,M,,5048,down,up,flat,M
LEO WILLIAM BUTLER ELEMENTARY SCHOOL,3140,WELD COUNTY S/D RE-8,E,,5050,flat,flat,flat,E
LEROY DRIVE ELEMENTARY SCHOOL,20,ADAMS 12 FIVE STAR SCHOOLS,E,,5058,flat,down,down,E
LESHER MIDDLE SCHOOL,1550,POUDRE R-1,M,,5068,flat,flat,flat,M
LETFORD ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,5078,up,flat,flat,E
LEWIS-ARRIOLA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5090,up,up,up,E
MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,E,,5093,flat,flat,flat,E
MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,M,,5093,flat,down,down,M
LEWIS-PALMER ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,5096,flat,down,flat,E
LEWIS-PALMER MIDDLE SCHOOL,1080,LEWIS-PALMER 38,M,,5098,flat,down,down,M
LEWIS-PALMER HIGH SCHOOL,1080,LEWIS-PALMER 38,H,,5100,flat,flat,flat,H
JEFFERSON INTERMEDIATE SCHOOL,2530,ROCKY FORD R-2,E,,5114,flat,flat,flat,E
LIBERTY ELEMENTARY SCHOOL,3230,LIBERTY J-4,E,,5119,up,,up,E
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,E,,5120,flat,up,flat,E
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,H,,5120,flat,flat,flat,H
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,M,,5120,flat,flat,flat,M
LIBERTY JUNIOR-SENIOR HIGH SCHOOL,3230,LIBERTY J-4,H,,5123,,,up,H
LIBERTY HIGH SCHOOL,1040,ACADEMY 20,H,,5126,flat,down,down,H
LIFE SKILLS CENTER OF DENVER,880,DENVER COUNTY 1,H,,5129,down,,down,H
LIMON ELEMENTARY SCHOOL,1790,LIMON RE-4J,E,,5132,flat,flat,flat,E
